,0,1,2,3,4,5,6
54,0.66814935,0.0,0.34353247,2.555426,2.5058732,4.6419034,1.7234316
55,0.35230586,3.6030169,0.0,6.0460606,5.1459336,3.1144795,0.0
56,1.3998327,0.0,1.2055832,1.5475259,1.5373489,6.018881,1.9793329
57,0.41340837,2.9183009,0.0,5.7128963,4.282101,3.838606,0.0
58,0.9921839,0.0,0.8132505,1.9985149,2.4901063,6.459064,2.2542121
59,1.218505,4.445436,1.0976819,1.3579752,5.286503,0.7606109,2.5580328
60,2.5863726,0.7916044,2.4166937,1.805912,3.1921694,0.0,2.334243
61,0.8374454,0.8761411,0.48742133,4.410778,3.1070035,5.321996,1.1280665
62,0.0,0.5611737,0.0,0.18128079,8.218834,9.531045,5.451495
63,1.8767656,0.6514702,1.7499504,1.7043498,1.0349556,5.7433834,1.5641508
64,0.96891224,0.809075,1.3693955,0.0,5.356396,3.1084077,2.554221
65,2.9523103,2.2441728,4.604266,0.34748608,5.4571986,2.7344065,3.1693604
66,1.4722313,0.77956843,1.4156291,3.0238926,1.9809431,5.771484,1.2799696
67,3.1001494,1.3303977,4.357332,0.112039685,4.203492,2.8214936,3.3108025
68,2.1459334,1.3283869,2.9561944,0.37133944,0.72190696,4.4838853,2.3163965
69,2.6946242,2.1646233,1.7547929,5.0388317,2.674482,3.1127553,0.31156462
70,1.6310335,1.3131205,2.0710084,0.0,5.5198717,2.3974466,2.9533572
71,2.4877303,0.67664057,3.3818066,0.25109822,3.74391,2.8010457,2.2216072
72,0.41736934,0.0,0.18266091,2.5919518,2.9281204,5.020425,1.8970914
73,1.8595605,0.0,2.5210483,0.0,4.7440844,4.5481296,2.602598
74,0.69841385,3.6069582,1.0179657,0.65984267,4.84401,0.9566149,2.4765513
75,1.5380573,1.4313408,1.4491365,0.808899,4.466727,0.6447384,1.5438255
76,1.8670219,2.0884802,2.3745658,0.115169525,5.6456614,1.3522706,2.8217337
77,2.0876594,0.0,2.7176983,0.0,4.8084116,4.1030555,2.5587041
78,2.3521287,0.57609403,2.7725866,0.0,5.490594,3.0246117,3.2335474
79,2.0814872,0.86152244,3.0388186,0.0,3.6289794,2.120232,2.66697
80,1.3125936,1.9982337,1.485935,3.0403593,1.065211,5.496808,0.38415664
81,1.0648203,0.0,0.8402048,2.0443375,2.320872,6.243255,2.123882
82,0.8521837,2.7810955,0.0,6.0347357,4.1702867,4.063396,0.0
83,1.9380338,0.0,2.395109,0.0,4.8257346,4.8171988,3.4376771
84,0.6079006,0.0,0.24566893,2.9724836,2.754575,4.6753073,1.6980149
85,1.2483419,0.4373751,0.94746524,3.3609624,2.6430402,6.103102,1.5793339
86,1.8925135,0.0,2.0606787,0.3742475,2.6541562,5.607986,2.6901982
87,1.9305079,0.0,2.4033015,0.0,4.6903687,5.0657234,3.4107087
88,1.7903264,1.5052565,2.122038,2.5450435,0.76070845,5.2886295,0.9847097
89,2.6964772,0.53198135,2.710325,0.52557975,1.5780345,5.253438,1.9415026
90,2.200967,5.8636556,1.4149318,2.6479309,6.4040985,0.43336803,2.6011708
91,3.825586,2.4528008,4.516114,1.4553359,3.6292384,4.4594507,1.651181
92,3.1531932,0.37257063,2.9068635,0.9809667,2.781029,5.552889,2.0732691
93,2.0750175,0.0,2.7148068,0.0,4.89443,4.1138797,2.5448654
94,0.468349,1.6568259,0.6082059,0.0,4.9398284,2.2479925,2.0449388
95,0.0,0.612401,0.0,0.21183366,8.34616,9.538646,5.415932
96,1.9891078,0.0,1.8434447,0.72374207,1.7993728,5.9874673,1.956599
97,0.22700837,3.243852,0.50826293,0.0,4.8608565,2.1102293,2.9939632
98,2.0413704,2.6399827,1.4652811,4.1403837,1.3584812,4.494428,0.0
99,3.2479794,1.6213106,3.8974693,0.7794742,2.2451108,4.972383,2.193668
100,2.9517672,0.17956465,3.573928,0.09393829,3.7224107,4.3266582,2.7915494
101,0.5216814,0.0,0.254623,3.671852,3.4679732,5.9231524,1.6907929
102,1.6420377,0.7362106,1.5902455,2.3773448,1.4747804,5.893107,1.4120278
103,1.3411584,0.6633247,1.1042752,3.5265448,2.5322988,5.9058976,1.3876925
104,1.2197179,0.0,1.3269252,0.0,1.0003562,4.5784836,1.476057
105,1.1217297,0.30855718,0.8060264,3.541059,2.0732064,3.6124063,1.0542802
106,1.5376363,0.20850673,2.1039758,0.0,5.310775,3.5782971,2.8014457
107,1.279224,0.0,1.4290575,0.0,1.0904964,4.5027065,1.434586
108,1.4886998,0.98631704,1.7643287,2.9058719,1.4572102,5.6393375,1.1543306
109,2.077733,0.0,2.529051,0.0,4.594801,4.973108,3.33142
110,1.9581418,1.0874536,2.9985964,0.0,3.3656442,1.7423041,2.6443717
111,1.7956029,2.0133412,2.9818218,1.1466546,0.40099972,4.834459,1.548519
112,1.0227308,3.35247,1.4237169,0.66751134,5.26363,0.7905241,2.3518016
113,2.728264,0.0,2.9057946,0.11684406,3.2484658,4.655877,2.6897352
114,0.8324604,1.6016642,0.81771874,0.15020543,4.403062,1.1088448,1.3898655
115,1.583366,0.13822818,2.1472056,0.0,5.1936913,3.566489,2.8036108
116,1.9634426,4.2424154,1.5151618,2.0725975,6.2813034,0.11405237,2.2999208
117,0.45021203,3.8642166,0.72380173,0.5404808,4.54571,1.3548931,2.794247
118,0.91959965,1.2190077,0.89550257,0.0,4.7774763,1.5766997,1.8350186
119,2.1059115,1.7731988,2.0773065,1.3815987,4.5809026,0.16710372,2.1957254
120,1.8935742,0.0,2.225503,0.0,2.8915148,4.9295487,2.107766
121,1.750189,0.0,2.2188845,0.0,3.392134,5.1949034,2.4083767
122,1.9901965,2.1669743,2.3401816,0.7004442,5.137088,0.700403,2.7451918
123,0.34342146,1.7269844,0.51864946,0.0,4.963942,2.4554725,2.1299665
124,0.0,0.56804097,0.0,0.25900382,8.26358,9.510982,5.429843
125,1.662195,0.0,1.9343946,0.0,2.2193613,4.904185,1.8792799
126,3.271604,3.1947958,1.2674581,6.7133822,4.3645453,2.5450463,0.0
127,2.8391309,0.5115664,3.2045805,0.28880933,3.957112,3.462887,1.6700602
128,0.3681874,5.1644506,0.96494627,3.3959744,3.5191014,1.0305675,3.0531013
129,0.41789475,2.4166102,0.61541224,0.0,5.1943846,2.524618,2.9013247
130,1.0563873,2.1017022,1.0924697,0.679477,4.6697197,0.8344754,1.2068801
131,2.7766354,0.119690716,2.7355843,0.5199261,2.075905,5.346548,2.355
132,0.0,0.59591544,0.0,0.14154285,8.296134,9.498028,5.410464
133,0.0,0.5744103,0.0,0.17129391,8.215393,9.476379,5.4309907
134,1.4733735,3.5221405,1.2566581,1.2903101,4.9691496,0.63173443,1.3594736
135,2.3944032,0.0,2.5708435,0.20463663,3.0353367,5.1011467,2.7504127
136,1.6037154,2.3506253,1.7905614,1.2157202,4.7726235,0.60602605,1.5788617
137,0.80277765,0.0,0.8485414,0.33430886,0.8073686,4.632208,1.5879371
138,0.3860114,2.7563274,0.6910733,0.0,5.1239734,2.1053278,2.9998062
139,1.2097956,1.4275314,0.6825922,4.81691,2.6267352,4.673565,0.6362792
140,2.8936322,0.23630509,3.661734,0.10985753,4.12782,4.165357,2.8752878
141,3.3121886,1.4884154,4.446929,0.35797176,3.0695865,2.6624436,3.5839522
142,3.111749,1.140641,4.098997,0.014015496,3.9395583,3.963398,2.003219
143,0.7467686,0.0,0.6789409,0.7483732,1.2099819,4.7276006,1.7212709
144,2.1022487,0.42123044,2.440593,0.0,5.473364,3.6145415,3.3699803
145,1.5782487,0.793102,1.6640704,2.5910046,1.4804593,5.7298565,1.3017774
146,0.0,0.6506158,0.0,0.11346024,8.297748,9.532406,5.393603
147,2.477145,0.44935685,2.6700013,0.0,2.7403455,4.136946,1.3429999
148,1.0056077,3.1364286,1.5177784,0.40138727,5.041728,0.6566665,3.011778
149,0.0,0.6579013,0.0,0.14954847,8.312488,9.530196,5.416094
150,1.0405319,2.2499182,1.4933363,0.0,5.182029,1.5123526,2.6599877
151,0.99154115,5.8246894,1.0160061,2.6369164,4.8381996,0.7755702,2.9960482
152,1.4381864,1.2994246,1.7230854,0.0,5.6689053,2.803245,3.1278865
153,2.8075888,0.7858677,2.58696,0.92599684,2.0337396,5.600593,1.4688188
154,0.7301835,0.0,0.42575634,3.1721444,3.1103933,6.1107187,1.9461286
155,2.0449529,1.4272596,2.6214306,0.9827022,0.5484338,4.990768,2.042235
156,1.9760916,0.576247,2.3028316,0.0,5.5591307,3.6278477,3.354042
157,1.0313255,0.93543255,1.3843459,0.7017623,0.048529997,3.5839753,0.7936974
158,0.31276324,3.2107756,0.5925495,0.0,4.8008237,1.6845546,2.7928784
159,0.93614554,0.0,0.6035935,2.1266842,1.9277347,4.426877,1.5885193
160,1.752384,0.7020471,1.8259394,1.1945703,1.3642658,6.2623534,1.3830545
161,0.9779793,3.461624,1.3612812,0.8011919,5.084855,0.694977,2.2848847
162,0.70746934,0.0,1.1175404,0.1821006,2.0914438,5.6816435,2.309683
163,0.0,0.6436064,0.0,0.073842466,8.174759,9.521069,5.4216623
164,0.7377864,0.0,0.24735445,3.5061529,2.736278,4.0968747,1.4192243
165,3.2913358,1.2362558,3.9093883,0.67511845,2.732061,4.8045573,2.4201372
166,2.2548952,0.392448,2.542158,0.0,5.374269,3.4765434,3.256418
167,2.0886102,0.0,2.537668,0.0,4.6955614,4.7553644,3.3345234
168,1.8350339,0.0,2.517115,0.0,5.2032557,4.171883,2.6766994
169,1.5335283,2.5390027,1.927257,0.5085299,5.2059436,0.7692221,2.5249147
170,1.0114717,0.64598405,0.6783985,4.075383,3.044084,5.811229,1.4070513
171,1.0502405,0.4166992,0.96530354,0.9190677,0.48424488,4.018739,1.2357154
172,2.5626547,0.0016852319,3.0062058,0.11788228,4.2503457,3.562085,2.0061672
173,1.0362111,0.3409408,1.0188022,0.3912204,0.18950157,4.0279393,1.2270274
174,2.481652,0.67072284,3.136945,0.0,5.271366,2.9883409,3.265313
175,1.121301,0.0,1.2558608,0.7505335,2.2569475,6.4469585,2.738409
176,2.3276014,0.5454362,2.2617712,0.74046576,1.0034065,5.346462,1.8158944
177,2.953078,0.63293207,3.9501069,0.0,4.193156,3.8006122,2.9672272
178,2.8761663,1.626883,4.121027,0.39996564,5.014871,2.1423655,3.5683856
179,1.1461923,1.8520812,1.5004282,0.0,5.32537,1.8925394,2.7504559
180,2.209151,0.0,2.712189,0.0,4.479982,3.305359,2.376458
181,1.6281297,0.0,2.0218537,0.3914402,3.4183207,5.9359093,3.0310056
182,1.11821,0.8015951,1.0426751,3.8091233,2.5186112,5.523661,1.208452
183,3.0725071,0.0,3.493748,0.08408123,3.5105891,3.906724,2.909856
184,0.4914485,3.2519073,0.84723324,0.10884565,5.0254345,1.4717779,2.8491006
185,1.5673738,0.0,1.4388556,1.0069904,1.582699,6.0272574,2.216464
186,2.392196,1.7795895,2.2809703,1.8999326,4.974576,0.23491366,1.8846972
187,1.7133048,5.423849,0.49473423,7.728062,6.955804,3.0963812,0.0
188,2.7366304,0.38773963,3.4369812,0.0,4.833919,3.8451061,3.2714946
189,1.3601604,3.801986,1.1491728,1.1416564,4.654208,0.811611,1.5144318
190,2.4123209,0.0,2.867483,0.0,4.1005383,4.248014,2.1296656
191,1.8673892,0.0,1.6850353,0.68381673,1.4837,5.736438,2.1724799
192,0.89348304,0.013393551,0.8313785,0.5615784,0.6255682,4.236895,1.436383
193,2.3555398,5.2762923,1.6474774,2.9700246,6.7491655,0.157142,2.109103
194,0.0,0.6674895,0.0,0.15155953,8.307275,9.563668,5.431224
195,2.2964656,2.2910256,1.1009088,5.597952,2.7775896,3.6593409,0.12061481
196,3.2556813,1.3703316,4.4235706,0.29839033,4.0099,3.848103,2.4182022
197,2.225565,0.2711568,2.1093602,0.700818,1.1886019,5.454143,1.9234173
198,2.6411588,0.0,2.6242907,0.40874377,2.2521677,5.244298,2.5554984
199,2.0683815,0.004072696,2.524819,0.0,4.413861,2.905025,2.379336
200,0.0,0.6116272,0.0,0.18612713,8.23004,9.490455,5.440709
201,0.7603798,1.6175519,0.71888804,0.10751909,4.2859783,1.0788041,1.2169204
202,1.3963414,0.8183079,1.2629437,0.20299941,4.242567,0.8982623,1.592725
203,2.4818463,0.56787324,2.6506233,0.0,2.467985,4.301846,1.3070018
204,1.5731186,0.8395808,1.551763,2.728081,1.7845584,5.951963,1.2915483
205,1.3209596,0.55482495,1.6131101,0.0,5.1239514,2.7157037,2.5237231
206,0.9970114,2.3796573,1.4247035,0.0,5.257203,1.5158488,2.705511
207,2.4882042,0.0,2.8695815,0.0,4.8534164,4.2174935,3.2688768
208,0.0,0.6178936,0.0,0.1547336,8.27903,9.520752,5.4315
209,2.6961832,0.0,3.0296516,0.05325815,4.167864,4.4002676,2.99132
210,1.1437188,0.0,1.3971196,0.0,1.4738241,4.897159,1.782922
211,2.0722868,0.0,2.5242465,0.25058258,4.051217,5.3843503,3.0938187
212,1.5189537,0.0,1.732123,0.0,1.8934463,4.774206,1.7837293
213,1.6807097,0.6729156,1.9876982,0.0,5.5409527,3.9229817,3.5214353
214,0.9622935,1.4855319,1.164042,0.0,5.701583,3.2804174,3.1938949
215,3.4899347,1.7685363,4.777256,0.6358104,2.71418,3.1262093,3.6618652
216,1.8434733,0.0,2.4029639,0.15824252,4.3452225,5.43447,3.1489727
217,2.1064138,0.074637175,2.5239282,0.0,4.250225,2.721861,2.3691185
218,1.728502,0.09343588,2.275522,0.0,5.032613,3.3996212,2.722546
219,2.2741756,0.0,2.791139,0.0,4.1772704,4.2629514,2.2491658
220,1.6409731,2.5099308,2.1051266,0.3848588,5.385563,0.8986111,2.725973
221,2.4393928,4.7616763,1.7051136,2.9421144,6.919217,0.02567716,2.1820776
222,1.4892219,1.2370257,1.6618297,3.4278085,1.4544858,4.943415,0.7768001
223,0.8030304,0.0,0.71743584,2.0354729,2.9447355,6.567965,2.4868686
224,0.4565731,2.1391838,0.58284706,0.0,5.2676306,2.7311933,3.0240817
225,2.9972904,0.5457314,3.8907373,0.16298807,3.7263138,4.12145,2.8283763
226,2.932992,0.6514323,3.3074486,0.34361076,3.8289444,3.5216863,1.6738694
227,3.0183163,1.4941435,3.459833,1.2632878,4.819112,0.80210465,3.5360818
228,2.9650776,1.2014573,3.1430476,0.32985842,2.664936,3.9775028,0.8140629
229,2.3142169,5.421125,1.6354885,3.0264843,6.811372,0.21756311,2.1733186
230,2.528827,0.0,2.9137518,0.097441554,4.21029,4.7314515,3.0827177
231,0.0,0.6029576,0.0,0.19075435,8.277596,9.48915,5.4603677
232,1.9785395,1.7227573,2.871831,0.29576623,0.36125833,3.976241,1.7412119
233,0.6887373,3.0947173,1.0309408,0.24405879,5.094899,1.2284766,2.5241787
234,1.6183344,2.1958916,3.0722737,1.2308176,0.27321243,4.604321,1.4881672
235,2.10131,0.018059582,2.4151304,0.0,4.2963185,2.5912948,2.468284
236,1.8375189,0.3970874,2.1949828,0.0,5.4294667,4.1064916,3.5134196
237,1.5044032,1.1519098,2.0881057,1.1663127,0.6963497,5.605348,0.8672448
238,3.2729995,1.508849,3.8969376,0.7390072,2.404494,4.9083767,2.2287905
239,0.13879943,2.2643492,0.18667597,0.0,4.652527,2.3599331,1.9864926
240,2.2535484,3.4024913,2.1708634,3.314384,0.47439146,4.4766383,0.0
241,2.2380738,2.433839,0.70093304,5.9104013,3.2452042,3.7892096,0.072485104
242,3.1405435,0.06469092,3.3155162,0.3587983,2.7977912,4.2607427,2.7212372
243,1.8584701,0.0,2.417969,0.097577274,4.3623843,5.383374,3.1131575
244,2.29143,0.0,2.3277605,0.34008098,2.3940368,5.3182445,2.5969226
245,1.3653734,0.6075542,1.4365025,0.0,4.8223324,2.0250804,2.2941341
246,1.4529889,2.0191422,0.27647316,5.5863338,3.0465364,4.1677046,0.39617288
247,0.0,0.5916289,0.006137848,0.22810906,8.386155,9.5053835,5.3982325
248,1.1723467,5.9624486,1.3778541,3.0399241,4.2552614,0.81279564,2.9572322
249,1.7284888,1.9123809,1.0348773,5.336466,2.4132957,4.0795074,0.30367184
250,0.0,0.63877285,0.0,0.14766401,8.228589,9.555794,5.436245
251,0.7497803,0.0,1.0682019,0.13648504,1.6479154,5.3318295,2.0373962
252,2.4765894,0.34647384,3.1958647,0.1256972,4.0194716,2.9676383,2.2168205
253,1.0011836,1.1782058,0.7231193,4.4311175,2.8604653,5.684178,1.0280225
254,2.466777,0.0,2.97011,0.09007436,4.342702,3.6380713,2.1343126
255,2.180203,1.0270549,2.432436,0.028992802,0.9561522,3.705856,0.9742287
256,1.7320819,0.0,1.5876751,0.7491207,1.6509742,5.917236,2.240067
257,1.1326638,0.0,1.1149514,1.0783477,1.9754821,6.282884,2.340782
258,1.9206481,1.8709813,3.0857096,0.20511562,0.32620913,3.8281922,1.348799
259,2.0631235,1.9330798,2.7936127,0.0,5.663189,1.7278247,3.146417
260,1.9537215,5.8105636,1.2792084,2.3193297,5.908416,0.564835,2.784887
261,0.19678739,2.0243113,0.33923444,0.0,4.796092,2.4721012,2.0649865
262,0.0,0.5932251,0.0,0.19731706,8.306478,9.485641,5.451077
263,1.6772622,0.013769239,1.7962885,0.0,1.590758,4.4660635,1.5531205
264,3.310711,1.3244174,4.0915318,0.58944345,2.9917881,4.5274596,2.4247546
265,1.8635616,1.9005722,2.9779828,0.5933281,0.38317364,4.508287,1.0999904
266,0.5833268,1.807192,0.58256924,0.086624384,4.458313,1.3059801,1.3126879
267,3.0420263,1.2341108,2.999031,1.5991974,3.110298,0.19310512,3.4171908
268,2.969834,0.9711565,4.0864787,0.0,4.4761586,3.2583003,3.1626344
269,0.6188152,1.4911075,0.7039583,0.0,4.950727,2.0807776,2.0274718
270,1.163539,0.011684626,1.2661929,0.0,0.76837605,4.377307,1.3767049
271,2.6806362,0.9615078,3.5633252,0.0,5.348481,3.418535,2.9992301
272,2.105841,2.9374025,1.6990523,2.1286228,5.43053,0.0,2.2127585
273,2.016704,0.46678764,2.1216087,0.0,5.429658,2.4765425,2.791427
274,2.0492246,0.0,2.6287658,0.0,4.8017416,3.6529994,2.5275085
275,2.3603046,0.0,2.8786435,0.0,4.4738793,3.541699,2.2675216
276,0.37591287,2.5451844,0.2413438,0.07380694,4.0632014,1.8499295,1.7161802
277,2.680446,0.072348446,3.0294883,0.07925701,4.0055795,3.8273966,1.9655483
278,1.9023194,0.0,2.3688505,0.0,3.4933515,4.9862514,2.2944806
279,1.7530513,1.4070493,2.012881,2.8740518,1.027018,5.3690963,0.9791874
280,2.6698282,0.0,2.815705,0.14029607,3.086745,4.7640824,2.6480222
281,1.3515121,1.2461554,1.6061801,3.311511,1.5138186,5.1107087,0.75612956
282,2.9790535,0.25048953,3.4625936,0.13032198,3.2027085,4.4308543,2.6584535
283,1.9218667,0.0,2.5500877,0.0,4.884156,3.9675727,2.565048
284,2.5649924,0.0,2.7662456,0.27018976,3.4199307,4.9647756,2.9193814
285,2.5297344,0.0,2.519507,0.10090488,5.1517725,2.5549407,3.156058
286,1.9513729,0.0,2.4615407,0.0,4.7613554,3.2480564,2.6144636
287,0.5185428,0.0,0.26532724,3.6552253,3.4406137,5.892432,1.6664577
288,0.0,0.60945237,0.0,0.18230575,8.275236,9.489063,5.3931303
289,1.4577231,0.48430964,1.5659739,0.0,4.712323,2.1430042,2.379873
290,1.4229927,0.0,1.6332165,0.0,1.6720802,4.8440166,1.7725196
291,2.83274,0.025027722,3.459317,0.009329855,4.337358,4.120274,2.992052
292,1.1723558,1.7663409,1.1200815,3.7282908,1.7981001,5.399299,0.5299593
293,0.7189963,0.0,0.29048055,3.1960962,2.655668,4.3634133,1.5151677
294,0.8745576,1.0293006,1.1138662,0.0,5.2605143,2.7360177,2.4825933
295,1.9837384,0.0,2.2390745,0.0,2.6380112,4.6490192,1.898701
296,1.3440431,2.220218,3.0777593,0.65756047,0.0,4.0675855,1.2132704
297,1.8033413,2.4426408,1.1930869,4.2863297,1.6521736,4.747002,0.0
298,1.6545058,4.606295,1.2962084,1.7961948,5.899699,0.38349104,2.4992597
299,1.2952785,0.63823354,1.3778375,3.163642,1.550803,3.5373087,0.8136417
300,0.6717143,3.6618059,0.9530485,0.71877414,4.750716,1.0537621,2.5295424
301,1.2727222,0.9153093,1.4019214,3.389974,1.9218718,5.2644525,1.0655956
302,3.274664,1.5933796,3.9423063,0.7079636,2.3997614,4.8718905,2.1337209
303,1.3208389,1.5419611,1.6996751,0.0,5.449548,2.3729413,2.9596212
304,1.1556505,0.98375404,1.4329053,1.0610876,0.24527337,3.7460234,0.8878135
305,0.3733771,2.480336,0.24185106,0.0,4.1014233,1.8670114,1.7016265
306,1.2521112,2.193329,1.3841866,0.80559504,4.56025,0.7412018,1.409703
307,1.61742,0.0,1.9600339,0.0,2.599586,5.146187,2.1210964
308,1.0365459,0.3140087,0.9629688,0.7644562,0.47945225,4.1565523,1.2910826
309,2.7826223,0.7087846,3.7203481,0.0,4.8151135,3.6515493,3.3140585
310,1.5028098,1.3650132,1.8491628,0.0,5.392859,1.9846069,2.641494
311,2.313491,0.0,2.4933598,0.24168926,2.995869,5.2872763,2.7833483
312,1.0596707,0.0,1.4715711,0.031216085,2.2948868,5.4954324,2.2810957
313,2.2136538,0.0,2.8103058,0.0,4.518915,4.2537785,2.3559272
314,1.1487879,0.72680616,1.0159786,3.7388487,2.5803623,5.6572633,1.2865951
315,2.653049,0.865758,3.453751,0.0,5.296923,3.5198364,3.0375412
316,3.557617,1.6775151,4.791507,0.6574757,3.8285897,3.4108083,2.9050605
317,0.3260741,3.6397636,0.0,5.9595366,5.4214134,2.9618614,0.0
318,2.3803484,0.0,2.9030266,0.010111928,4.325301,4.050851,2.184219
319,0.34472814,3.4652698,0.6048704,0.23298496,4.424609,1.373506,2.6972945
320,1.3933996,1.5688163,1.7658725,0.0,5.413514,1.9930137,2.744111
321,0.51114845,0.0,0.7276629,0.586582,2.0211747,5.4537344,2.2509296
322,1.4052491,1.6307272,1.3717935,0.79326373,4.569395,0.6937339,1.4935789
323,0.25470558,3.2126508,0.521372,0.0,4.78732,1.9360753,2.9841983
324,0.30061802,5.124488,0.87899244,3.2174249,3.685469,0.98559004,2.965709
325,1.8880782,0.39354688,1.9050858,0.16126382,3.5681286,0.84806114,2.571103
326,0.40056708,3.906808,0.6274901,0.64011544,4.3188734,1.2948304,2.7307427
327,2.041973,0.07283598,2.4190805,0.0,5.205126,4.4118576,3.5464275
328,1.0946157,2.994272,1.498784,0.64479727,4.8698483,0.39027888,2.683217
329,1.613144,0.0,1.8633481,0.0,2.0327866,4.7588387,1.7911093
330,2.0512452,0.79197645,2.050888,3.051118,1.4485778,5.100202,1.4007078
331,2.742744,0.7848114,3.5950422,0.0,3.1038823,4.2178206,2.0869668
332,1.5104085,1.2089145,1.812153,0.0,5.508786,2.545835,2.9561355
333,2.2104013,0.0,2.638378,0.0,4.955518,4.454178,3.3764093
334,0.6307297,1.9456072,0.77716124,0.0,5.426362,2.8914313,3.0966938
335,0.7463381,0.0,0.52216005,1.770658,2.050788,4.7079973,1.7367969
336,0.71728957,0.0,0.44971025,2.8834982,3.0407321,6.1922398,2.039479
337,2.3993146,0.0,2.7677386,0.18796402,3.9480774,4.9812455,3.0727425
338,2.1655955,0.09935433,2.3694766,0.0,2.5118635,4.406165,1.6502117
339,3.7213075,2.397321,4.7375145,1.5233147,3.9556024,3.8138785,2.1429522
