,0,1,2,3,4,5,6,7
61,1.4336562,0.29237306,0.0071627647,0.5275277,6.6508083,2.6447232,1.54179,0.7501349
62,0.0,0.0,2.5109453,3.2663634,0.7302953,4.1645203,0.0,7.3420186
63,2.7269268,0.0,1.2688013,1.2456107,6.4058313,4.6824517,3.1480067,3.801187
64,2.1459432,0.0,1.6969131,0.0,0.24850924,2.7014203,0.07363418,4.05528
65,5.193839,0.0,0.939818,0.0,0.46733227,4.81506,1.8740582,4.9355216
66,2.144393,0.0,0.65710497,1.2606868,7.0025578,3.6983774,2.4837737,2.460721
67,5.3282175,0.0,0.94572365,0.0,0.8626696,5.451447,2.191744,5.1644363
68,4.669201,0.0,2.5452633,0.29277623,5.9336963,5.842753,4.431649,5.3748236
69,4.352948,0.0,1.1650597,0.5520303,8.254554,1.386723,1.4734144,1.3371636
70,4.0359316,0.0,2.1594973,0.0,0.63138735,2.8693268,1.1492362,5.3803077
71,2.8585272,0.0,0.022368297,0.0,0.0,3.9350402,1.207925,3.189734
72,0.0,0.0,0.27570117,0.8140163,3.4604392,2.4865706,0.97335136,1.6201465
73,1.6932747,0.0,0.94012654,0.0,0.0,4.560487,0.86542666,4.147211
74,4.2332306,0.0,2.3434176,0.0,1.3032684,0.101114616,0.7287662,4.078484
75,3.9397075,0.0,2.4832706,0.0,2.2195644,1.6905777,1.4006516,3.6023226
76,4.8381133,0.0,2.4637165,0.0,1.2463504,2.5393076,1.3214376,5.1681004
77,2.0650525,0.0,0.76420856,0.0,0.0,4.558764,0.9042014,4.170387
78,3.84006,0.0,1.5886477,0.0,0.38874608,4.0664115,1.4160905,5.39601
79,3.6063564,0.0,0.10062899,0.0,0.021381915,3.743466,0.64264,3.360124
80,3.192225,0.0,0.697466,1.3585113,8.570185,3.6824923,2.3741293,2.287126
81,0.7709862,0.0,0.6692576,1.1197362,5.017771,4.3551006,2.365747,3.2941055
82,2.8355644,1.2014374,0.0,0.0,7.133412,1.6347201,1.1817306,0.0
83,1.8424656,0.0,1.3706098,0.0,0.16930115,4.7982426,0.93279564,4.847178
84,0.26502013,0.0,0.26915497,0.7597267,3.9319987,2.0862362,1.0630672,1.3089516
85,1.2536125,0.10744834,0.4328012,1.148677,6.0204973,3.6110249,2.3077579,2.1469402
86,1.2590272,0.0,1.1965975,0.0,2.1672611,5.382549,2.1296258,4.6813817
87,1.6720917,0.0,1.3349694,0.0,0.24780959,4.8530807,0.9759306,4.7377415
88,3.724105,0.0,1.2712146,1.5234576,8.0256605,4.0712376,2.8790524,3.21458
89,2.7952442,0.1884197,1.4687611,0.0,3.976894,5.667987,3.341555,4.0957165
90,5.362647,0.0,2.6995475,0.0,3.3565392,0.0,1.0507622,3.2924948
91,5.2499733,1.3052777,2.2379143,0.0,4.3962073,6.1299796,4.370735,4.002403
92,2.173795,0.5142509,0.56828094,0.0,2.3583417,5.397981,2.879724,3.690588
93,2.061783,0.0,0.8799512,0.0,0.0,4.5230436,0.95668256,4.2196
94,2.010087,0.0,1.8437022,0.0,0.8019881,1.3426495,0.073057145,3.5364513
95,0.0,0.0,2.503183,3.29379,0.74919796,4.1516027,0.0,7.3478947
96,1.7836847,0.0,1.1145296,0.28963968,4.402067,5.5066423,3.106651,4.039502
97,2.6739388,0.0,1.8259305,0.0,0.2836091,0.31076652,0.08386788,3.9712315
98,3.9546945,0.0,0.721394,1.3725162,9.061897,2.5063922,1.8803043,1.7591411
99,4.4330106,0.5424763,2.006619,0.0,4.534525,6.25961,4.295727,4.727322
100,3.1875193,0.0,1.2527405,0.0,1.3818973,5.7012854,2.5229225,4.9898076
101,0.09619987,0.28933775,0.0,0.71614003,4.7435493,3.2725728,1.616231,1.2905158
102,2.2858047,0.0,0.98668694,1.3981019,6.443049,4.1527634,2.7981982,3.1785164
103,1.7046499,0.066374056,0.46785784,1.1050102,6.614846,3.354904,2.257245,1.9638518
104,1.8130746,0.0,1.3443171,0.022608845,3.5105553,4.240822,2.2504895,3.5156388
105,1.9008784,0.0,0.61740756,0.4856605,5.389164,1.3104773,1.3356726,0.983883
106,2.387188,0.0,1.2668164,0.0,0.0,3.8575523,0.34757,4.3943734
107,1.7192354,0.0,1.3467847,0.0,3.2064953,4.2010603,2.1686325,3.380828
108,2.9141881,0.0,0.80885243,1.3564925,7.947503,3.8270652,2.5985022,2.7558632
109,1.7841516,0.0,1.2932519,0.0,0.29361117,4.913886,1.1031036,4.683219
110,3.7854285,0.0,0.05422677,0.0,0.18058485,3.5176065,0.500468,3.131441
111,4.7754135,0.10026168,2.1590497,0.89503753,7.3644032,5.4053774,4.0129523,4.149009
112,4.565595,0.0,2.607478,0.0,1.6313101,0.548774,1.0226661,4.2786064
113,2.5717833,0.0,1.2199035,0.0,1.5694389,5.6576805,2.341779,4.8282533
114,2.5964692,0.0,2.017831,0.0,1.530726,0.9782589,0.7311518,3.129065
115,2.41247,0.0,1.2183532,0.0,0.0,3.9364307,0.38940582,4.430172
116,5.2426705,0.0,2.914053,0.0,3.0178099,0.5628828,1.3657705,3.7565827
117,3.5876827,0.0,1.9643449,0.0,0.7473562,0.0,0.3443295,3.831112
118,2.6085453,0.0,2.1205907,0.0,1.3135724,1.6570814,0.6363305,3.6083312
119,6.968633,0.0,3.357652,0.0,3.58013,2.5098827,1.9399234,4.6565614
120,1.2795771,0.0,0.94641125,0.0,1.2611942,4.5598307,1.674413,3.4016929
121,1.0455649,0.0,0.9490855,0.0,0.85256815,4.5508456,1.3429863,3.5047402
122,5.6813903,0.0,2.7251914,0.0,1.9710152,2.3817112,1.5210013,5.014013
123,1.8903646,0.0,1.7751658,0.0,0.68621004,1.2150419,0.0,3.5719137
124,0.0,0.0,2.4942126,3.2802956,0.73032993,4.0482388,0.0,7.31601
125,1.3582275,0.0,1.0667664,0.0,1.9800996,4.493877,1.9355617,3.5246043
126,4.657314,0.8769749,0.98188627,0.0,7.4145494,0.534578,1.2888281,0.023686528
127,2.6552052,0.31603986,0.52117014,0.0,0.69266474,4.39056,1.8374896,2.9411168
128,6.7924895,0.0,1.4685761,0.0,3.6881337,0.0,0.56361556,2.443523
129,2.5644329,0.0,2.0107927,0.0,0.3542382,0.9211038,0.20147023,4.4150662
130,2.8790038,0.0,2.0654387,0.0,1.8111856,0.7247569,0.9140637,2.981192
131,2.3546243,0.0,1.3693005,0.0,3.0038114,5.4994335,2.9097447,4.3297973
132,0.0,0.0,2.5072207,3.2541406,0.7302975,4.1372175,0.0,7.304272
133,0.0,0.0,2.4992845,3.2819145,0.7325876,4.134058,0.0,7.35438
134,3.5206022,0.0,1.9983953,0.0,2.4625134,0.12545864,1.0873097,2.9540834
135,1.8724048,0.0,1.0126969,0.0,1.5615356,5.52026,2.0654852,4.5794597
136,4.1622944,0.0,2.5290437,0.0,2.437543,1.1366299,1.5112936,3.3976765
137,1.7412205,0.0,1.2838268,0.8274978,4.284515,3.7081277,2.1130917,3.4828053
138,3.0118864,0.0,2.1478279,0.0,0.4339566,0.81360465,0.35404572,4.4936185
139,2.4186473,0.029875569,0.25559175,0.3827556,7.7354856,2.1435902,1.50605,0.7058945
140,3.3984916,0.0,1.2756901,0.0,1.1244893,5.567479,2.3691905,5.108973
141,5.0048637,0.0,0.4036827,0.0,0.9606192,5.3433843,1.9816041,4.4353456
142,4.4682164,0.09153598,2.1318069,0.0,2.523604,5.6408567,3.424813,4.710519
143,1.3425307,0.0,1.1358198,1.0907238,4.284296,3.494476,1.8969848,3.2429843
144,3.3202255,0.0,1.8517299,0.0,0.27475148,4.0826592,1.3067389,5.5564847
145,2.350058,0.0,0.9128214,1.4006368,6.6785016,3.9289234,2.671417,2.9300404
146,0.0,0.0,2.4966352,3.248773,0.7096133,4.1163054,0.0,7.3541656
147,2.534948,0.3875239,1.4320446,0.0,2.2479014,4.724621,2.396008,3.0733337
148,5.2996054,0.0,2.5886428,0.0,1.4584706,1.2379433,0.9562361,4.697208
149,0.0,0.0,2.5161192,3.2982504,0.74688244,4.1233926,0.0,7.347058
150,4.088205,0.0,2.547991,0.0,1.1052847,1.6898208,1.053054,4.893971
151,5.156926,0.0,2.0414684,0.0,2.6229596,0.0,0.4574147,2.5684533
152,3.2248523,0.0,2.1474729,0.0,0.52016985,2.6073859,0.88731825,5.1977043
153,2.9770627,0.81567985,1.4051588,0.0,4.679321,5.9460487,3.607195,3.6962295
154,0.21973592,0.0,0.17713214,0.96554977,4.8094106,3.685469,1.869771,2.107854
155,3.802145,0.0,1.8693706,0.78236634,6.3230114,5.222357,3.5296412,4.0046015
156,3.2078638,0.0,1.9009291,0.0,0.24169543,3.9356763,1.2391034,5.5478125
157,3.200941,0.0,1.4075379,0.82099545,5.56619,3.4627993,2.445448,2.7703495
158,3.0806577,0.0,1.9655021,0.0,0.4478612,0.23829566,0.31564668,3.9984365
159,0.9972215,0.0,0.6522603,1.1288317,4.447993,2.5487053,1.4851294,2.0810075
160,2.6135442,0.20404932,1.2436918,0.6574945,6.3272862,5.513774,3.354577,3.6118422
161,4.7073617,0.0,2.606677,0.0,1.7578193,0.36110467,1.0439724,4.2163854
162,0.5585093,0.0,1.2154388,0.33766872,2.4923263,4.263527,1.6482468,3.5741816
163,0.014392763,0.0,2.4996753,3.2222521,0.7147377,4.121455,0.0,7.3053226
164,0.59543264,0.0,0.2677107,0.45361093,4.083093,1.4708397,1.0208943,0.7694245
165,3.635097,0.2458291,1.6797014,0.0,3.0366564,5.674496,3.5530217,4.4526944
166,3.5081127,0.0,1.688259,0.0,0.33383965,4.2110004,1.421099,5.4705334
167,1.9359045,0.0,1.2842387,0.0,0.22255811,4.8402452,1.0818809,4.714206
168,2.0362651,0.0,1.1174399,0.0,0.0,4.3918285,0.7332991,4.3790793
169,5.1582294,0.0,2.7140865,0.0,1.8184935,1.8168876,1.3434659,4.7888894
170,1.1948178,0.37646165,0.18451895,0.8084664,6.1217294,3.0154378,1.8734481,1.2030259
171,2.463372,0.0,1.2801734,1.2030584,5.3048797,3.3269536,2.2141612,3.030035
172,2.4530294,0.0,0.34747607,0.0,0.0,4.347865,1.2892956,3.4431663
173,2.5128336,0.0,1.3587028,0.8190145,4.987664,3.627194,2.3675525,3.3313107
174,4.081105,0.0,1.4670088,0.0,0.62120473,4.3863363,1.5776454,5.3563137
175,0.45458543,0.0,1.0995158,0.6765457,3.4280834,4.717105,2.140891,4.1964765
176,2.9627168,0.039036028,1.5717129,0.36525634,5.346869,5.588052,3.4575706,4.072646
177,3.7613413,0.0,1.1314298,0.0,1.0966752,5.532165,2.350929,4.983376
178,5.761949,0.0,1.1935221,0.0,0.93781304,4.9536133,1.7312679,5.359283
179,4.07587,0.0,2.5011525,0.0,0.8683054,1.9686952,1.0207766,5.110786
180,2.6585572,0.0,0.49017847,0.0,0.0,4.2404814,0.86168504,3.8538465
181,0.85647595,0.0,1.216452,0.0,1.5836844,5.2845664,1.6496849,4.5696425
182,1.963546,0.016235687,0.2743206,0.8183836,7.2312603,2.8993046,1.9326398,1.4244624
183,3.18058,0.0,0.70025295,0.0,0.9306985,5.750894,2.0797133,4.5512795
184,3.3290863,0.0,2.1172338,0.0,0.6707853,0.3847723,0.4741631,4.1218634
185,1.5422053,0.0,1.1572086,0.89950216,4.667169,4.818365,2.7762575,4.141046
186,7.6049695,0.0,3.8633087,0.0,4.7761645,2.9114134,2.4256597,4.599769
187,3.5722377,2.0439527,0.26349282,0.0,6.8894305,1.8782775,1.3443424,0.0
188,3.648548,0.0,1.3310438,0.0,0.6742698,5.213138,1.9891534,5.4952254
189,3.2942793,0.0,1.7939345,0.0,2.1373796,0.0,0.867839,2.836247
190,1.9110291,0.0,0.6717285,0.0,0.28117037,4.470118,1.3757352,3.4208546
191,1.7588339,0.0,1.254596,0.5191542,4.3256116,5.0443935,2.9009132,4.314351
192,1.9417689,0.0,1.2497057,1.039067,4.6096263,3.3981683,2.0635355,3.2396917
193,5.978105,0.0,3.1367064,0.0,4.2265444,0.51089925,1.4720016,3.32301
194,0.0,0.0,2.526974,3.283561,0.7434435,4.137123,0.0,7.3943353
195,3.6280148,0.0,0.8015966,0.0,8.06169,1.329256,1.4805367,0.9189954
196,4.5242524,0.20304775,1.5716594,0.0,2.099053,5.773364,3.2257938,4.602835
197,2.6129806,0.0,1.4862169,0.41968805,5.033294,5.5403905,3.332538,4.170156
198,2.1304793,0.0,1.2694196,0.0,2.5861382,5.4947267,2.6732507,4.4772663
199,2.9546807,0.0,0.47642022,0.0,0.0,4.044693,0.6544895,3.8231444
200,0.0,0.0,2.5218058,3.2924159,0.74456245,4.1045976,0.0,7.336102
201,2.5845313,0.0,1.9852213,0.0,1.5426685,0.86166674,0.7318816,3.0607033
202,3.5659893,0.0,2.12503,0.0,1.733845,2.1117332,1.0339638,3.6115623
203,2.5965257,0.35477847,1.5459756,0.0,2.6316018,4.6621804,2.4847035,3.053362
204,2.206649,0.0,0.8097124,1.3506016,6.7775183,4.024404,2.7145386,2.8528967
205,2.51589,0.0,1.4754813,0.0,0.30308473,2.9960687,0.20700222,3.9438324
206,4.0221972,0.0,2.5271606,0.0,1.030529,1.5636926,0.9919716,4.83688
207,3.023084,0.0,1.4305323,0.0,0.3909426,5.0137944,1.7146333,5.5103993
208,0.0,0.0,2.5005593,3.305062,0.7541715,4.121643,0.0,7.304767
209,2.8636634,0.0,1.2434106,0.0,0.6910449,5.3292727,1.968441,5.2660975
210,1.2415652,0.0,1.2512543,0.0,2.6888704,4.175402,2.0023491,3.549265
211,1.5163181,0.0,1.1907985,0.0,0.69542325,5.238963,1.3680599,4.677327
212,1.4048204,0.0,1.183412,0.0,2.3753328,4.3762655,2.034665,3.5697064
213,2.7876744,0.0,1.9666268,0.0,0.13833275,3.729858,0.94174755,5.5153255
214,2.5670965,0.0,2.0913985,0.0,0.19726297,2.2918546,0.420059,5.012034
215,4.2941833,0.0017427132,0.24734648,0.0,0.9994947,5.241705,2.3846614,4.1723747
216,1.3603287,0.0,1.3309655,0.0,0.47014052,5.0146728,1.0817205,4.610108
217,3.1346662,0.0,0.4573027,0.0,0.0,4.022953,0.6978705,3.8788476
218,2.5637362,0.0,1.1230332,0.0,0.0,4.0021963,0.48496804,4.320126
219,1.9205234,0.0,0.68753624,0.0,0.17906663,4.5312147,1.2370051,3.6215358
220,5.1734586,0.0,2.6052039,0.0,1.5920843,2.0882053,1.3026581,4.9125276
221,6.3681197,0.0,3.4356923,0.0,4.349985,0.87495285,1.604336,3.4882789
222,3.2802684,0.0,0.625813,1.124131,8.681488,2.8969662,2.2120342,2.0383487
223,0.0,0.0,0.6279639,0.9947699,3.7313123,3.936638,1.7566612,3.18395
224,2.2583244,0.0,1.9514264,0.0,0.2940647,1.199131,0.08031234,4.465351
225,3.4252756,0.0,1.1796559,0.0,1.2964592,5.563442,2.5170245,4.7818046
226,2.791986,0.40904397,0.735802,0.0,0.9583066,4.5239115,2.0286663,2.989596
227,6.6416383,0.0,1.9773048,0.0,2.4129229,4.598948,1.7069514,5.0978165
228,3.4386125,0.74994576,2.0108204,0.0,3.2083669,4.6711907,2.9234414,2.8578134
229,5.885058,0.0,3.080488,0.0,4.063088,0.36537713,1.3542414,3.286078
230,2.389204,0.0,1.2237989,0.0,0.5914159,5.380431,1.7112844,5.033558
231,0.0,0.0,2.5196035,3.291904,0.73062384,4.083173,0.0,7.3836064
232,5.807365,0.0,2.8233078,0.72369415,7.3723474,6.064027,5.1083574,5.407413
233,3.662208,0.0,2.2630007,0.0,1.042078,0.5221318,0.62531114,4.1173415
234,5.1659446,0.0,2.3293967,1.0864403,7.7580338,5.3838673,4.162527,4.3223476
235,3.2617753,0.0,0.46338856,0.0,0.0,3.9119108,0.5831424,3.8576488
236,2.7546556,0.0,1.8502868,0.0,0.10175446,4.1486444,1.0282357,5.4800744
237,3.209569,0.19886972,1.4402158,0.45618027,6.717784,5.0312185,3.1523368,3.2601132
238,4.216616,0.49500978,1.934672,0.0,4.1008987,6.069413,4.084385,4.588919
239,1.7383671,0.0,1.4847397,0.0,0.505936,0.49565893,0.0,3.2637825
240,4.986833,0.0,1.3013246,1.9530905,8.925789,3.3722289,2.2868905,2.4055877
241,3.5043344,0.15191549,0.58312833,0.0,7.9482255,1.0706135,1.3204212,0.43699872
242,2.5817513,0.1373226,0.068405285,0.0,0.62487817,5.3335776,1.98103,3.779873
243,1.3765396,0.0,1.3052088,0.0,0.47516,4.9414644,1.0946258,4.51438
244,1.7753446,0.0,1.2017071,0.0,2.3437603,5.3753157,2.4333575,4.5162745
245,2.8522618,0.0,1.6600642,0.0,0.748315,2.642082,0.45840612,3.8846817
246,2.8132703,0.37173122,0.3837303,0.0,7.5575595,1.6038805,1.3703325,0.29414058
247,0.0,0.0,2.499641,3.2700782,0.74568343,4.1178355,0.0,7.2857356
248,6.8617797,0.0,1.6289543,0.0,5.0366178,0.0,0.82681084,2.4593391
249,3.2338665,0.0,0.6684239,0.3057245,7.9395404,1.643084,1.4786888,0.9615663
250,0.0,0.0,2.5130134,3.271271,0.73000944,4.1560144,0.0,7.355229
251,0.86204857,0.0,1.2305818,0.45762414,3.0148134,4.169198,1.8472946,3.5865245
252,2.984163,0.0,0.11881037,0.0,0.0,4.2279196,1.1836466,3.5654373
253,1.8136504,0.18568048,0.1039805,0.7410207,7.4142394,3.0053833,1.7797451,1.0656756
254,2.3555067,0.0,0.36447507,0.0,0.0,4.364131,1.1524432,3.5513015
255,3.3617601,0.14632648,1.8563856,0.0,3.886477,4.185774,2.7437565,3.032867
256,1.5186293,0.0,1.1598265,0.5595707,4.268266,5.037528,2.857287,4.2621765
257,0.7503305,0.0,0.9726969,0.87658006,4.008327,4.352639,2.2322354,3.8501635
258,6.0454583,0.07144868,2.9052618,0.15076871,7.250829,5.865814,5.1039505,5.2073894
259,4.967651,0.0,1.9604872,0.0,0.6247,2.9958746,1.1383501,5.335754
260,5.0203137,0.0,2.4223008,0.0,2.8505158,0.0,0.87292314,3.1915264
261,1.8103635,0.0,1.6197343,0.0,0.5273376,0.813379,0.0,3.434898
262,0.0,0.0,2.503177,3.3079603,0.7609079,4.0968966,0.0,7.2998333
263,1.8498256,0.0,1.4236335,0.0,2.857009,4.461568,2.257979,3.4662871
264,3.879298,0.28297985,1.5580486,0.0,2.682767,5.7503133,3.488075,4.512342
265,4.907426,0.36431533,2.2705812,0.07333048,7.1230903,5.496066,4.070885,3.9748192
266,2.3267229,0.0,1.828868,0.0,1.3128266,0.72498304,0.46035817,3.0208411
267,8.108557,0.0,1.9088296,0.0,3.6157436,4.6652317,1.8118818,4.4132233
268,4.423596,0.0,1.059312,0.0,0.9818481,5.3954177,2.2542748,5.1238627
269,2.2178,0.0,1.9635218,0.0,0.9379378,1.4774725,0.25499055,3.5794516
270,1.9911323,0.0,1.378042,0.16495371,3.833148,4.0704985,2.255492,3.4236655
271,3.8943748,0.0,1.264474,0.0,0.30003297,4.5521,1.8842497,5.120624
272,6.7076592,0.0,3.7207527,0.0,4.054083,1.9611583,2.0063772,4.1015816
273,3.5840127,0.0,2.0143218,0.0,0.94093716,3.3186672,1.1627611,5.1141343
274,2.3622448,0.0,0.77563834,0.0,0.0,4.3353014,0.7872422,4.123093
275,2.4987202,0.0,0.44567323,0.0,0.0,4.3537397,1.0372118,3.7967253
276,1.829772,0.0,1.3211273,0.0,0.6027425,0.08736403,0.0,2.8119307
277,2.3149157,0.0,0.5064677,0.0,0.37845483,4.525962,1.5728418,3.268093
278,1.1890743,0.0,0.86996305,0.0,0.70283955,4.546235,1.3468097,3.364777
279,3.5036776,0.0,1.0188922,1.5306629,8.329157,3.9036605,2.700407,3.000927
280,2.4078581,0.0,1.1457019,0.0,1.644251,5.6781106,2.3616052,4.738237
281,3.0508716,0.0,0.5786195,1.0782253,8.488987,3.1206565,2.249354,2.0473952
282,3.0275402,0.0,1.1927003,0.0,1.6559635,5.703221,2.6815186,4.8432517
283,2.1086802,0.0,0.88410175,0.0,0.0,4.3647156,0.7555299,4.2146735
284,2.1212215,0.0,1.0290543,0.0,1.2270921,5.550931,2.0330153,4.7185726
285,4.144516,0.0,1.9277667,0.0,1.446221,4.4711075,1.5100648,5.5688624
286,2.7066774,0.0,0.7589388,0.0,0.0,4.123309,0.59010756,4.0778813
287,0.066200316,0.24805218,0.0,0.7513523,4.6318955,3.232313,1.5894325,1.3109859
288,0.0,0.0,2.4975758,3.2469268,0.7262636,4.1329966,0.0,7.294905
289,2.9054644,0.0,1.4914874,0.0,0.60004115,2.8462474,0.39292058,3.9171977
290,1.4460621,0.0,1.2931929,0.0,2.6141148,4.3790045,2.0846648,3.5824308
291,3.353389,0.0,1.2089316,0.0,0.88897747,5.568241,2.1327546,5.2776065
292,2.7312179,0.0,0.39667654,1.1461781,8.403797,3.0745363,1.9740962,1.5587701
293,0.46006575,0.0,0.21909364,0.56834793,4.042144,1.6708534,1.0479553,0.93468416
294,2.1808171,0.0,1.807896,0.0,0.41895938,2.2789037,0.08548847,3.9129763
295,1.5286736,0.0,0.9867507,0.0,1.5474699,4.5896173,1.8879039,3.4093938
296,5.942272,0.057244174,2.7048018,0.8528301,8.054837,5.5971107,4.78829,4.7912583
297,3.3752239,0.0,0.47609997,1.1911696,8.812908,2.4890912,1.7982255,1.5558779
298,4.983741,0.0,2.656876,0.0,2.5056257,0.10365613,1.0122718,3.6921248
299,2.814998,0.0,0.79907537,0.73934644,6.6136475,1.6022444,1.5595504,1.412104
300,4.001086,0.0,2.1968732,0.0,1.1745138,0.0,0.59992933,3.889101
301,2.5863352,0.0,0.5166326,1.0382141,7.8506985,3.071843,2.184554,1.9439353
302,4.536639,0.502488,2.0846043,0.0,4.3755326,6.143519,4.289907,4.7357078
303,3.6973236,0.0,2.2306378,0.0,0.60808295,2.4267988,0.9371197,5.145687
304,3.2218826,0.0,1.3930485,1.1382188,5.8863378,3.5479875,2.5119076,2.8087783
305,1.8477128,0.0,1.3607339,0.0,0.62286973,0.14421536,0.0,2.8616333
306,3.49812,0.0,2.2940497,0.0,2.0733848,0.88828546,1.1961925,3.1893878
307,1.1869335,0.0,1.0454274,0.0,1.6828353,4.5414376,1.7376325,3.519466
308,2.349508,0.0,1.2930814,1.1137813,5.1342196,3.4723735,2.247776,3.208754
309,3.8771768,0.0,1.2409996,0.0,0.7106645,5.216997,2.02096,5.4077663
