,0,1,2,3,4
129,4.5182977,0.53288555,2.30953,0.0,3.5721004
130,4.883117,1.1668414,1.7344868,0.0,2.45411
131,0.8742575,3.2592678,3.3034017,0.0,2.9756432
132,2.6840305,2.32525,0.4355057,0.0,6.401119
133,2.6528516,2.3368328,0.42911905,0.0,6.394829
134,5.0061617,0.89520174,2.4233084,0.0,1.8062536
135,1.1748092,2.7009957,2.88484,0.0,3.5061197
136,5.631302,1.7915883,2.0819833,0.0,2.4106786
137,0.50754195,2.7791235,1.1672323,0.0,2.1610162
138,4.9221897,0.48024404,2.6675305,0.0,3.456197
139,3.1343553,6.509395,1.1468327,0.0,0.89325607
140,2.0188446,2.8964825,3.9872441,0.0,3.6729445
141,3.5224464,4.289959,4.9880495,0.0,2.8549874
142,1.3189377,2.3330753,4.388497,0.0,3.0687811
143,0.58820564,2.923339,0.8610546,0.0,2.3236048
144,3.573395,2.41336,3.051948,0.0,4.23517
145,0.7777813,4.561802,1.1326547,0.0,1.678142
146,2.683192,2.332145,0.44084686,0.0,6.395645
147,0.4952857,1.7217336,2.856697,0.0,2.4741266
148,7.6481524,1.853844,4.6062717,0.0,3.6754653
149,2.6852968,2.296886,0.45664483,0.0,6.3909063
150,5.782464,1.6432754,2.990222,0.0,3.8007948
151,8.200568,0.24036992,7.309926,0.0,1.1766094
152,4.5493298,1.8557398,2.7175488,0.0,4.1630397
153,0.36719888,2.9469783,2.8441572,0.0,2.2767348
154,1.9903301,4.8353114,0.09771466,0.0,2.9447854
155,0.74417126,5.112475,3.6277442,0.0,1.5528202
156,3.5516171,2.2135086,2.9316485,0.0,4.1989355
157,0.41907865,3.4295356,2.0819483,0.0,0.8711165
158,5.182452,0.2164805,3.2876554,0.0,2.9880629
159,1.4026253,3.6229606,0.7076951,0.0,2.1218212
160,0.04837112,3.3912692,1.423703,0.0,2.1651402
161,7.677101,1.3207219,4.7258844,0.0,3.0874684
162,0.6103156,2.55765,1.079778,0.0,3.1854596
163,2.6566463,2.3006263,0.4448504,0.0,6.392321
164,2.7977014,4.5183525,0.67061657,0.0,2.1509097
165,1.0286283,3.3678873,4.2968616,0.0,2.7268834
166,3.6010447,2.588546,3.2819672,0.0,4.1296964
167,2.162267,2.2693446,2.5300002,0.0,4.1125627
168,2.5433826,2.1603007,2.347848,0.0,3.8779914
169,6.8736086,2.3754673,3.552823,0.0,3.5917523
170,2.1578112,5.0578537,0.32860497,0.0,2.102594
171,0.65167767,3.2872868,1.408385,0.0,1.5334665
172,1.7742761,2.064649,2.8696368,0.0,2.92966
173,0.50266325,2.9331145,1.5552342,0.0,1.6106535
174,3.8158987,3.0025816,3.6636717,0.0,3.8795712
175,0.7710889,3.424232,0.9028621,0.0,3.352835
176,0.5551237,3.7528405,2.739007,0.0,2.1963649
177,2.517673,3.1521282,4.2331986,0.0,3.6070092
178,4.8594575,4.0264826,5.229016,0.0,3.6100774
179,5.5658836,1.7381781,3.0882642,0.0,3.977432
180,2.404823,2.3055062,2.6323104,0.0,3.1347842
181,1.12772,2.631942,1.9473913,0.0,3.930487
182,1.8916531,5.0071125,0.62316597,0.0,1.7759749
183,2.2717185,3.4372587,4.006116,0.0,3.478311
184,5.5089035,0.4539255,3.1645837,0.0,3.1234496
185,0.6419036,3.9012702,1.4367943,0.0,2.828223
186,8.534788,4.15616,3.9233093,0.0,2.8560226
187,6.2527003,6.8933377,1.5230606,0.0,0.0
188,2.8943253,2.9438448,3.7674663,0.0,3.8774116
189,5.003025,0.57819194,2.7648158,0.0,1.7113414
190,1.2472761,1.8131223,2.7110922,0.0,3.1604884
191,0.6944718,3.7245736,1.990572,0.0,2.8435807
192,0.56384903,2.8899245,1.2155621,0.0,1.9053863
193,8.069484,1.317783,4.2148433,0.0,1.8382941
194,2.6853113,2.2974668,0.46131283,0.0,6.4095097
195,4.0842953,7.7562833,2.2961602,0.0,0.5614116
196,1.6367928,2.6131182,4.5375085,0.0,2.9881735
197,0.5733512,3.573572,2.4693859,0.0,2.3948896
198,0.93152064,3.0885656,3.1548655,0.0,3.1250744
199,2.8176615,2.390685,2.6785283,0.0,3.1257799
200,2.6817796,2.3021967,0.43747336,0.0,6.401028
201,4.593889,1.0659153,1.5613863,0.0,2.6762192
202,5.0852604,2.0565867,2.0915976,0.0,3.0247896
203,0.4138342,1.7978499,2.7967548,0.0,2.3858957
204,0.78010935,4.507156,0.9131852,0.0,1.8012801
205,3.9635735,1.8634574,2.0342853,0.0,3.7424552
206,5.790883,1.4948343,2.9941049,0.0,3.7811549
207,2.6635299,2.674415,3.2904286,0.0,4.084639
208,2.675323,2.351799,0.41838127,0.0,6.382268
209,1.9885279,2.6586835,3.5116882,0.0,3.9110372
210,0.51824296,2.2631264,1.718091,0.0,2.707134
211,1.4518242,2.3650963,2.5873446,0.0,4.043223
212,0.4823416,2.1059785,2.0779161,0.0,2.7921054
213,3.5121946,1.9780165,2.6233401,0.0,4.3417964
214,4.144336,1.1716809,2.1294184,0.0,4.093536
215,2.5199413,4.088582,4.5746927,0.0,2.5013978
216,1.650163,2.3441987,2.419196,0.0,4.2339373
217,2.9082859,2.485311,2.8078532,0.0,3.0830903
218,3.1088343,2.1419718,2.2958632,0.0,3.6582584
219,1.4380796,1.9373372,2.6381507,0.0,3.3132508
220,6.753972,2.4529839,3.727336,0.0,3.7369435
221,8.381725,1.7649608,3.9858327,0.0,2.1525254
222,1.7840135,5.670923,1.4645939,0.0,1.256223
223,1.4766902,4.1942782,0.3583364,0.0,3.353754
224,4.3721414,0.66834116,2.0886288,0.0,3.751145
225,1.8454001,2.9922054,4.177307,0.0,3.4784415
226,1.3357561,2.1467195,3.7433224,0.0,2.600569
227,5.853915,4.2293673,4.647981,0.0,3.235451
228,0.29178643,1.6886246,3.277184,0.0,1.947028
229,8.150438,1.2536932,4.360895,0.0,1.8645142
230,1.7926015,2.5327187,3.1397786,0.0,3.9458368
231,2.6957357,2.308995,0.4492411,0.0,6.4155693
232,0.75351983,4.6846375,4.369005,0.0,1.1550382
233,5.6625338,0.791883,2.9976418,0.0,3.1236675
234,0.40451938,5.1127286,3.6311455,0.0,0.79767823
235,3.1456187,2.5631208,2.8263063,0.0,3.1328344
236,3.207281,2.0784266,2.645315,0.0,4.3030267
237,0.0,3.1558697,1.5449662,0.0,1.5879363
238,0.8938023,3.688424,4.492097,0.0,2.4189684
239,3.6886125,0.16154552,1.6344788,0.0,2.7207038
240,1.0184374,6.190803,2.6664097,0.0,0.0
241,4.439494,7.8480544,2.0867403,0.0,0.50945365
242,1.9076973,3.5837386,3.777059,0.0,3.093606
243,1.6060537,2.2814498,2.420292,0.0,4.2045803
244,0.9235663,2.9194567,2.763475,0.0,3.221343
245,4.419739,1.8969033,2.0388694,0.0,3.524683
246,3.560889,6.556113,1.3078692,0.0,0.58113456
247,2.6845772,2.3227038,0.45049542,0.0,6.3948402
248,8.58618,0.49233052,8.585358,0.0,0.13776532
249,3.7148767,7.331573,1.9857073,0.0,0.62600684
250,2.6657946,2.3112512,0.4375084,0.0,6.414503
251,0.5658412,2.5693197,1.0846746,0.0,2.8507907
252,2.310815,2.4543445,3.1526375,0.0,2.800279
253,2.3981514,5.260326,0.4265982,0.0,1.7775689
254,1.9142674,2.160961,2.7888908,0.0,3.0546167
255,0.23996373,2.2156348,2.95033,0.0,1.5295315
256,0.7141481,3.8124914,1.7388484,0.0,2.9183521
257,0.7340829,3.7442598,0.8739391,0.0,3.0826745
258,0.5743612,4.2686996,4.4141784,0.0,0.9479939
259,5.738552,2.7610598,4.232893,0.0,4.034141
260,8.287729,0.9031724,5.933188,0.0,1.8119909
261,3.811902,0.36447048,1.4787371,0.0,2.9903362
262,2.7037957,2.3736649,0.41772932,0.0,6.390162
263,0.43405056,2.0458453,2.2627451,0.0,2.5145383
264,1.1327325,3.14693,4.3843937,0.0,2.7614362
265,0.20354919,3.9446084,3.5835547,0.0,0.98023
266,4.212062,0.71846026,1.4520109,0.0,2.6011546
267,7.0616856,4.9113755,6.2765455,0.0,2.658005
268,3.124752,3.3292217,4.423091,0.0,3.535338
269,4.1160703,0.93459415,1.481523,0.0,3.2177062
270,0.5009411,2.526523,1.8579729,0.0,2.0896428
271,3.2870069,2.7748306,3.8961196,0.0,3.761586
272,8.155934,2.8271575,3.8312392,0.0,2.7768857
273,4.57481,2.5886333,2.8984873,0.0,4.018712
274,2.465154,2.159263,2.4681535,0.0,3.4392009
275,2.151088,2.2530859,2.7134724,0.0,3.105734
276,3.5953474,0.0,2.0198493,0.0,2.1463962
277,1.3604342,1.9024879,2.9957752,0.0,2.9203103
278,0.8770089,1.7383902,2.3554587,0.0,3.4387279
279,0.88632655,5.1729693,1.6417115,0.0,1.131593
280,1.2991577,2.872931,3.3780315,0.0,3.512146
281,1.5147706,5.2406025,1.1430779,0.0,1.2873646
282,1.5039145,3.1098092,4.031284,0.0,3.4150665
283,2.3794694,2.1013603,2.3933983,0.0,3.6476414
284,1.3805314,2.7240233,3.1607332,0.0,3.6983185
285,4.294372,3.2755733,3.2683837,0.0,3.9159844
286,2.8005834,2.252413,2.448772,0.0,3.3826852
287,2.353608,4.9023213,0.0,0.0,2.791554
288,2.669826,2.3151648,0.43777686,0.0,6.3960752
289,4.268217,2.0426054,2.2090948,0.0,3.5521631
290,0.5008376,2.2236342,2.0210464,0.0,2.7523916
291,2.3114543,2.909044,3.7410808,0.0,3.7997682
292,1.6270101,5.2274427,0.7728249,0.0,0.97509015
293,2.471313,4.2601533,0.5236288,0.0,2.234391
294,4.103449,1.2812315,1.6062329,0.0,3.698531
295,0.56663656,1.8193467,2.4659393,0.0,2.990983
296,0.45458543,4.8348446,4.0088644,0.0,0.6266986
297,2.0181684,6.2766576,1.5281105,0.0,0.12022683
298,7.9757996,1.2308366,4.7810707,0.0,2.4787457
299,2.77742,5.4548364,1.9343116,0.0,1.3800131
300,6.571042,0.53196406,4.455082,0.0,2.7445502
301,1.5731457,5.09961,0.9612107,0.0,1.5266289
302,0.82788056,3.5662374,4.5108976,0.0,2.3264916
303,4.825596,1.7884715,2.6665802,0.0,4.0159883
304,0.49660623,3.8161235,2.0927904,0.0,0.8574642
305,3.6496353,0.0,2.0092545,0.0,2.2081802
306,5.2283754,1.4432642,1.8868637,0.0,2.4638963
307,0.5303908,1.8889457,2.1180038,0.0,3.1887167
308,0.5752174,3.1133947,1.371767,0.0,1.6809332
309,3.0338838,3.0438933,3.9665823,0.0,3.795172
310,5.2640305,2.19512,3.0142136,0.0,3.9910014
311,1.076542,2.743547,2.79368,0.0,3.5433593
312,0.54353213,2.2406266,1.5241067,0.0,3.2198567
313,1.687976,2.034722,2.6033902,0.0,3.42921
314,1.8496953,5.0198946,0.58727646,0.0,1.8871344
315,3.2589571,2.7721753,3.8662624,0.0,3.869993
316,2.5339334,3.5530128,5.1823826,0.0,2.8209789
317,5.1633453,5.484084,0.7814081,0.0,0.0
318,1.5898795,1.9868536,2.7085793,0.0,3.2025163
319,5.4885554,0.08695078,3.698078,0.0,2.6826441
320,5.4392633,2.0275984,3.25314,0.0,4.040079
321,0.75178057,2.8608568,0.70623577,0.0,3.0174494
322,5.2706194,1.8074924,1.8999972,0.0,2.6997657
323,4.9887495,0.12953353,3.2202334,0.0,3.0746605
324,7.364976,0.022237897,8.104368,0.0,0.6751336
325,4.692893,2.876884,2.876159,0.0,2.9883657
326,6.0871606,0.116044044,4.9873414,0.0,2.5107749
327,2.825945,2.2201123,2.6779935,0.0,4.3188105
328,8.0518055,2.12399,4.41385,0.0,3.4324017
329,0.48336023,2.0023232,2.1843693,0.0,2.837866
330,1.4813229,5.7330284,1.9976058,0.0,1.478208
331,1.0253923,2.4775,3.8971522,0.0,3.062961
332,4.6093616,2.0203254,2.7407541,0.0,4.0654616
333,2.4910657,2.304705,2.8123174,0.0,4.1496825
334,4.4277015,0.8674787,2.0329053,0.0,3.9561942
335,1.2054942,3.3243618,0.5379391,0.0,2.33264
336,1.8333316,4.691397,0.13941765,0.0,3.034336
337,1.5188147,2.406991,2.9820564,0.0,3.9119284
338,0.52812487,1.83605,2.615436,0.0,2.7473288
339,1.7078575,3.7764783,5.461517,0.0,1.8205532
340,0.7841538,3.0329287,0.58684886,0.0,2.386905
341,2.1313856,3.9591484,0.44387707,0.0,2.328188
342,1.4412261,3.1268103,3.9397614,0.0,3.4323914
343,8.3948555,1.178547,5.0023375,0.0,1.2815472
344,3.2152905,5.646792,1.6750193,0.0,1.626556
345,2.4850192,3.9672604,0.16892216,0.0,2.3957984
346,5.2762084,4.5316267,5.9047756,0.0,3.2558947
347,2.106504,2.3454816,3.3363214,0.0,2.547567
348,2.1372397,2.2951813,2.6163914,0.0,4.0711827
349,0.3395086,4.12706,2.018097,0.0,1.9143137
350,5.093684,8.330711,2.4478588,0.0,0.43241647
351,6.898428,7.582766,2.4786541,0.0,0.0
352,0.40231472,2.041944,2.3829076,0.0,2.2828922
353,1.5800897,2.77584,3.5926979,0.0,3.6705954
354,0.5409275,2.489181,1.3884308,0.0,2.58108
355,4.865758,2.3956976,2.397906,0.0,3.130795
356,2.2236927,4.928325,0.0,0.0,2.8005788
357,3.7620924,1.5535448,2.3060498,0.0,4.3643303
358,5.9821243,0.0,6.7290936,0.0,1.7039256
359,1.7716144,2.532254,2.8771796,0.0,3.9716084
360,8.171769,2.438923,3.9870927,0.0,3.057146
361,6.1277895,1.850285,3.1282337,0.0,3.7904923
362,0.6472114,3.9587522,1.6550891,0.0,2.8260472
363,1.049664,3.0760732,4.134379,0.0,2.9029002
364,2.2098162,2.2194502,2.4414794,0.0,4.2371283
365,4.5294814,1.6674833,1.8747721,0.0,3.4595635
366,1.0006979,2.8990467,1.9462247,0.0,3.6514862
367,0.5476963,1.8623832,2.3524256,0.0,3.0401022
368,3.7509236,2.8238628,3.521,0.0,4.034556
369,5.039553,0.0,3.346601,0.0,2.7024486
370,8.396641,3.2965567,4.1671557,0.0,3.260789
371,2.8641167,2.1970558,2.4036646,0.0,3.4427958
372,1.9064953,3.827622,0.44139674,0.0,2.4102433
373,3.6958337,7.446836,2.1922762,0.0,0.52518797
374,3.301394,6.824438,1.3090127,0.0,0.682747
375,1.2100968,3.7763026,4.399533,0.0,2.5048063
376,0.7687395,5.1905427,2.0217276,0.0,0.93915343
377,1.0999986,2.5466692,1.8278384,0.0,4.00167
378,0.74027497,3.2237234,2.9656966,0.0,2.7534873
379,3.1966624,2.1863966,2.813947,0.0,4.257133
380,3.8610108,0.6485795,1.3784218,0.0,3.241642
381,0.40417963,2.5568824,1.8051255,0.0,1.6984293
382,0.98517305,6.148384,3.3038335,0.0,0.78667843
383,2.1585674,5.031545,0.45603824,0.0,1.8980011
384,1.4746267,2.2292776,3.8476672,0.0,2.3969321
385,3.718008,3.5844827,6.25849,0.0,2.9652944
386,7.822308,1.6166058,4.2826214,0.0,3.0489757
387,1.565257,3.9687786,4.6250477,0.0,2.747577
388,0.8455591,3.768921,4.551392,0.0,2.3067234
389,0.59958416,2.428684,1.207447,0.0,3.1534603
390,0.9865027,4.3929315,0.7295178,0.0,2.2224271
391,3.311912,5.822616,1.8512537,0.0,1.4618677
392,2.6804438,2.3127985,0.44132096,0.0,6.4357367
393,1.0593743,1.8001955,2.366308,0.0,3.5112712
394,3.8855457,0.66521716,1.3832934,0.0,3.3228524
395,1.2538908,2.320164,2.4202712,0.0,3.9972079
396,0.1024756,4.041338,3.4449806,0.0,0.57937753
397,3.1178184,2.898058,5.03718,0.0,3.4321058
398,2.699545,2.3174138,0.4338532,0.0,6.399278
399,1.1146276,3.9615932,1.1758523,0.0,1.5494944
400,0.5077388,4.612315,1.7708826,0.0,1.684132
401,0.66231024,1.769531,2.6091337,0.0,2.947465
402,4.940831,1.9644438,2.0520408,0.0,3.3188741
403,0.66384363,1.7998226,2.438415,0.0,3.1960003
404,2.214937,2.2982771,2.5433395,0.0,4.1516757
405,4.96011,0.8285881,2.5556886,0.0,3.710094
406,3.2975636,2.5362728,2.811762,0.0,3.1874113
407,2.0095065,3.641631,4.8440795,0.0,2.7815478
408,2.4227266,5.0179753,0.0,0.0,2.8715312
409,0.78797585,4.278119,0.8419835,0.0,2.4993782
410,0.68174225,3.6950893,1.0869341,0.0,3.1763046
411,6.686408,2.8975716,3.59478,0.0,3.5079896
412,5.2093363,2.4485714,3.4515815,0.0,4.095824
413,5.582176,0.85682416,2.9720433,0.0,3.4379954
414,5.7596025,0.0,5.495184,0.0,2.346932
415,2.6704168,2.3120232,0.45685953,0.0,6.3961296
416,2.6825006,2.3287463,0.4306298,0.0,6.4445314
417,1.1823813,4.12836,0.68260574,0.0,3.304681
418,3.2792535,4.0418863,4.0321817,0.0,3.363688
419,0.7375493,4.6796184,1.2390468,0.0,1.7996441
420,2.8714824,4.405699,0.0,0.0,1.1337944
421,7.843939,1.3025619,4.470043,0.0,3.0147512
422,2.6994643,2.3847363,2.9804912,0.0,4.212081
423,0.7127802,3.8808982,1.7430615,0.0,2.9079852
424,3.8890946,2.8631155,3.5653274,0.0,3.936938
425,0.2769534,4.129297,3.8869505,0.0,0.2022143
426,0.91775084,4.991547,1.4433062,0.0,1.40043
427,1.8550078,4.7298026,0.19650972,0.0,3.1010294
428,1.2966974,1.8875679,2.601533,0.0,3.38904
429,4.6119123,2.0768256,2.860283,0.0,4.1348743
430,1.8526841,5.1036143,0.8046097,0.0,1.6478958
431,0.55250674,4.385904,4.0577407,0.0,1.5288249
432,2.9930282,2.109424,2.2871416,0.0,3.7750785
433,1.2086759,2.6118915,3.8600392,0.0,3.32908
434,5.84099,0.0,5.541853,0.0,2.4047322
435,0.9581488,4.826022,1.1411986,0.0,1.4668039
436,1.9984425,3.8039975,0.18842891,0.0,2.5733602
437,4.2993155,1.0288488,2.059321,0.0,4.126843
438,0.50879216,2.7475467,1.1245003,0.0,2.1809177
439,4.8161783,1.3980386,2.577373,0.0,3.9708474
440,0.63010037,3.6911004,2.24216,0.0,2.590588
441,8.721909,0.64596885,6.1917753,0.0,0.9709201
442,2.678274,2.3217478,0.43089157,0.0,6.412756
443,0.44454104,1.9451903,2.367399,0.0,2.680265
444,8.201479,2.463961,4.721615,0.0,3.4102957
445,1.9439144,2.080715,2.4570394,0.0,3.6281364
446,4.5324,2.7156675,3.323888,0.0,4.007906
447,2.9761286,5.589499,1.695729,0.0,1.6048487
448,8.166709,0.51019096,9.29429,0.0,0.17929631
449,0.89776295,3.9103038,0.86379427,0.0,3.2225153
450,3.721935,0.1907723,1.6451161,0.0,2.6913004
451,5.9607058,3.9562354,4.892931,0.0,3.6418304
452,1.8783354,6.14082,1.2703075,0.0,0.1963878
453,3.4765112,3.948081,4.4407744,0.0,3.2837732
454,0.5935264,2.404942,1.2757274,0.0,3.2290015
455,4.7821364,1.2183022,1.6810408,0.0,2.7702866
456,2.6926754,2.306392,0.45194882,0.0,6.4185305
457,2.1440344,2.1935663,2.3859763,0.0,4.280673
458,4.282091,1.9213017,2.082191,0.0,3.5826285
459,0.7121241,5.5251226,2.8946786,0.0,0.8700931
460,1.1793147,1.8304747,2.5733013,0.0,3.4107907
461,0.81782305,3.3190184,3.3337216,0.0,2.652084
462,2.7245145,7.0684075,2.6805332,0.0,0.5426278
463,3.4613557,5.1488233,1.3066392,0.0,1.5939344
464,2.0839841,2.1787443,2.570935,0.0,3.4715242
465,3.3591356,1.9077852,2.5701482,0.0,4.3627944
466,2.6823025,2.304072,0.46024138,0.0,6.4189305
467,3.7524128,3.929574,5.8018465,0.0,3.2204173
468,1.2704277,2.2207074,3.9928353,0.0,3.3230855
469,5.1918607,0.40760064,3.051919,0.0,3.2848017
470,7.491748,1.8504548,3.8565106,0.0,3.3988445
471,3.0731535,3.0686364,3.9953923,0.0,3.8164093
472,2.085282,3.876597,0.24976176,0.0,2.6307912
473,1.9842253,2.9124458,3.997532,0.0,3.6418169
474,0.9668743,3.3650975,0.8430124,0.0,3.5035
475,3.046802,4.885325,0.9329681,0.0,2.0870986
476,5.2097692,2.2265408,3.2625625,0.0,4.070013
477,1.2301986,4.540407,0.52303815,0.0,2.468664
478,1.1928798,4.5347447,0.5724325,0.0,2.232954
479,4.3718185,1.4004842,1.7171609,0.0,3.4916904
480,1.7895337,2.9831429,4.189213,0.0,3.4544156
481,2.658902,2.3074312,0.44205981,0.0,6.3978333
