,0,1,2,3,4,5,6,7,8
23,0.57560796,1.1190774,1.3009466,3.0586047,0.07674818,3.7724907,1.2820007,0.0,0.0
24,0.0,1.0061569,4.192961,1.700872,2.1941497,1.9882991,1.5360379,0.19336572,0.0
25,0.35518536,1.7127159,4.8075976,0.83685875,2.4253182,0.55759066,2.4230094,1.3021535,0.0
26,1.0291452,3.1153362,1.8878295,3.589553,0.18388622,3.548365,2.6827598,0.17517567,0.0
27,1.9245343,0.7789324,5.140607,1.6587268,0.0,2.3557358,0.29158092,1.8700601,0.7039515
28,1.0349057,2.1764205,4.5908246,0.57164574,2.2568433,0.44885102,3.8154256,2.3740253,0.0
29,1.8941171,0.79915226,4.637849,1.08495,2.2263057,0.0,0.59111494,3.0968246,0.0
30,2.026623,1.5979404,0.922245,3.7454925,0.57140493,4.5372577,1.8629797,0.0,0.0
31,3.797085,3.7614758,3.7204137,3.5564473,1.5442538,0.8291442,4.590973,2.1473398,0.0
32,1.4516733,0.32381287,5.456095,2.04223,1.6646819,1.7130172,0.0,2.0707483,0.0
33,1.661372,2.3524377,1.1008852,3.6823535,0.03402878,4.0612836,2.1552517,0.10341412,0.0
34,3.0023127,0.74850065,1.1038358,3.562798,0.92640805,4.840829,1.5826701,0.44934484,0.23433056
35,0.040061295,0.0,10.824503,6.1213946,0.6674854,9.940513,0.0,0.0,0.0
36,0.0,1.2268567,5.064556,2.3915522,2.3272598,2.1836703,1.2908554,0.9154633,0.0
37,0.86213964,0.30295223,4.1203837,1.521313,2.4638815,1.064151,0.25293303,1.6625124,0.0
38,2.8318465,2.143263,0.23178296,3.3960404,0.18220757,3.4145174,2.283537,1.2518005,0.39989892
39,0.13932616,1.8674915,4.404287,2.0312963,2.2031066,1.9659159,2.2804222,0.9259196,0.0
40,2.5729177,3.7169366,1.4125725,3.7222657,0.0,2.4361427,3.2934742,2.9277081,0.0
41,0.5835015,2.0375006,3.8821383,1.4581349,2.6374524,1.6556456,3.0934007,1.2938774,0.0
42,0.2710185,1.8640962,4.4372334,1.9233272,2.3444967,1.8297694,2.4100723,1.1994141,0.0
43,0.573185,1.268235,4.40708,1.4690696,2.9786398,1.5756912,1.9554083,2.3073578,0.0
44,2.2578847,2.965617,3.2923846,2.4630039,1.169083,0.85125756,4.301692,1.0046977,0.0
45,0.2043081,1.9093206,4.450207,2.0529652,2.144518,1.8289998,2.3160634,0.93325603,0.0
46,0.56046194,1.5746739,4.4327636,0.69984055,2.7430418,0.96592814,2.5663846,2.4731412,0.0
47,0.46264797,2.185492,2.4893923,3.4902604,0.037705075,3.4535613,1.9499633,0.0,0.0
48,0.49382478,2.7198277,3.111806,3.842246,0.8592186,4.0436773,2.5107803,0.0,0.0
49,1.8215454,0.44204378,5.411897,1.9869859,0.98242974,1.8190844,0.0,2.1526413,0.0
50,1.3980684,0.88476235,5.681164,1.5156604,2.265506,0.7378492,0.5772648,2.525435,0.0
51,0.48780543,0.9348986,5.2017217,1.6690172,2.6470776,1.1622968,0.91534185,1.7704003,0.0
52,2.9421957,0.24657403,4.1128507,1.3832178,2.7300143,0.19103146,0.9811794,4.390158,0.0
53,1.2401508,0.91933703,5.158677,1.287127,2.4881346,0.37498453,0.72900516,2.4189534,0.0
54,1.6165304,0.25649709,5.75744,2.0309105,0.7520479,2.3073885,0.0,1.9763726,0.0
55,2.5978343,0.0,6.304082,0.77755046,0.0,4.570691,0.6464176,1.6265242,3.4932907
56,1.3765545,0.9127107,5.5995398,1.5501118,2.2907772,0.7946749,0.56395483,2.465777,0.0
57,2.0946662,0.0,6.2631927,0.6617758,0.0,3.6440408,0.2217116,1.7371844,2.4098978
58,1.226074,0.50058794,6.451065,1.8165891,1.8711001,1.6487026,0.19915254,2.1407561,0.0
59,2.9798412,0.872423,0.689492,3.2751646,0.7901935,4.334237,1.7493486,0.6231303,0.33812252
60,4.3944936,3.585479,2.1417885,4.407965,0.8423407,2.3332856,3.6840844,4.5201263,0.11220934
61,1.9796906,0.21007451,6.242429,1.104803,0.3117069,1.9467592,0.0,2.6718998,0.0
62,0.041321337,0.0,10.924536,6.18128,0.6781147,9.972792,0.0,0.0,0.0
63,1.536057,0.9217644,4.8199344,1.0395865,2.6295173,0.043890297,0.9761215,3.0342278,0.0
64,0.41543537,1.9575572,2.6412144,3.7537231,0.09336774,3.8341684,1.7538512,0.0,0.0
65,1.5249386,3.1615767,2.7840958,2.8105092,0.8804698,1.478751,3.7035263,0.28534484,0.0
66,2.1812294,0.6837698,5.6949453,1.2448812,1.471354,0.582679,0.3079031,3.1995811,0.0
67,1.9798806,3.4853091,3.2788281,3.0709548,1.3939106,1.5577621,4.106001,1.136422,0.0
68,1.843977,1.870723,4.253164,1.7698984,3.3168678,1.7221136,2.753691,3.6797023,0.0
69,3.871671,0.7795641,4.2843,1.3944237,0.0,0.8514063,0.35159084,4.2479153,0.5533973
70,0.875598,2.999377,2.081277,3.780109,0.38245174,3.9429572,2.6329603,0.012753546,0.0
71,1.1726935,2.2184062,2.9251347,2.169344,1.0551277,1.1869147,2.85585,0.0,0.0
72,1.4475052,0.0,6.4824104,2.3291948,0.65383387,3.1181803,0.0,1.88775,0.0
73,0.09936553,1.795752,4.230408,2.9924536,1.4485686,2.6901662,1.9899027,0.0,0.0
74,2.6567116,1.2407708,0.6361085,3.5160675,0.7015267,4.4267445,1.8551183,0.13383743,0.0
75,1.7625315,2.0592868,0.61251545,2.586483,0.0,2.5905662,1.8296804,0.87391496,0.0
76,1.1349125,2.9095175,1.2764885,3.3207912,0.0,3.403876,2.41201,0.26355994,0.0
77,0.3114516,2.1287346,3.967019,3.0704436,1.2077498,2.5567136,2.312066,0.0,0.0
78,0.82262653,3.279463,2.8367774,3.4304059,0.8986918,3.167287,3.0686796,0.18603688,0.0
79,1.8637941,2.9897966,2.8237324,3.3120885,0.8149456,1.7999685,2.8901484,0.5204928,0.0
80,2.4564068,0.105815805,5.2373567,1.0625652,1.8504472,0.33129758,0.027076662,3.6337152,0.0
81,1.392981,0.5583351,6.3692994,1.7965362,1.8533232,1.5919235,0.16947262,2.271596,0.0
82,2.3805325,0.0,6.3750634,0.968997,0.0,3.5228508,0.2837845,2.161231,2.327017
83,0.0,1.9619176,4.421581,3.1933455,1.4697134,3.1578262,1.9944689,0.26843932,0.0
84,1.6431255,0.3016161,6.044556,2.078012,0.4078611,2.6458323,0.0,1.9538939,0.0
85,1.9273789,0.56477386,6.353484,1.3580425,1.2685734,1.156616,0.1482739,2.7607412,0.0
86,0.11079574,1.1662261,4.8662715,1.963551,2.5125222,1.7558033,1.2992723,1.2717873,0.0
87,0.0,1.8851404,4.5531845,3.109283,1.5683156,3.0736368,1.924957,0.30616874,0.0
88,2.4168637,0.60809696,4.5649242,1.144147,2.4835708,0.0,0.7592044,3.9395256,0.0
89,0.4064968,1.3516891,4.40261,0.69782686,2.7030487,0.88129747,2.187443,2.23306,0.0
90,3.3800669,0.75193703,0.4472211,2.8516994,0.8286495,3.9058073,1.7506512,2.3241758,0.6931993
91,1.2114553,2.4746222,3.7718978,0.20551446,1.930074,0.27105296,4.4057755,2.665965,0.0
92,0.34481558,1.6321163,4.926927,0.52077675,2.381552,0.20993483,2.4507294,1.3092821,0.0
93,0.25133616,2.0902882,3.9152274,2.9910994,1.1476821,2.54681,2.2877817,0.0,0.0
94,0.5132356,1.2460241,1.4824197,3.187304,0.01518945,3.8114169,1.3342716,0.0,0.0
95,0.034083426,0.0,10.914986,6.1212068,0.62907076,9.96311,0.0,0.0,0.0
96,0.36385787,0.9513823,4.8848953,0.753634,2.6620932,0.6246918,1.105726,1.6910901,0.0
97,1.2892399,1.2252624,1.3404915,3.859271,1.0371814,4.815755,1.2884855,0.0,0.0
98,3.7171667,0.25973517,5.1854973,1.539247,0.98990834,0.75020957,0.06848514,4.4820795,0.0
99,0.97911865,2.1992102,4.4060116,0.80718637,2.6401203,1.0463419,3.550259,3.0234385,0.0
100,0.7150489,2.382475,4.0308948,1.9780369,2.4674466,1.9054422,3.2014446,1.1624135,0.0
101,1.4665725,0.05795425,7.2622237,1.4756957,0.5274013,3.0258036,0.0,1.8519765,0.0
102,1.8016217,0.7857933,5.044268,1.1416495,2.0967207,0.044852376,0.5320493,2.9846396,0.0
103,2.1206367,0.6208732,6.097656,1.2718481,1.1923043,0.94056153,0.1965332,3.0131965,0.0
104,0.33054662,0.54306805,3.6625605,1.0558136,2.539202,1.2653065,0.710218,1.4585563,0.0
105,2.045136,0.98731875,4.324708,1.4177384,0.0,1.3177197,0.3322958,2.113957,0.2655721
106,0.41872817,2.3492086,3.4282176,3.8385825,0.43556154,3.4223053,2.1659944,0.0,0.0
107,0.27215427,0.55000013,3.58548,1.0582939,2.472883,1.3511059,0.716779,1.396419,0.0
108,2.3382192,0.6285436,5.228242,1.1518557,1.7854978,0.20308977,0.3314073,3.5477648,0.0
109,0.0,1.8788235,4.4250894,2.810967,1.6581753,2.869314,1.9908006,0.34890464,0.0
110,2.1130505,3.0247366,2.6410239,3.3057826,0.8245781,1.7809312,2.8431714,0.70828307,0.0
111,1.696583,1.1015995,3.985979,0.7783773,2.9955275,0.22063068,1.8972969,3.8939176,0.0
112,2.6247923,1.6744735,0.6408644,3.6081908,0.37445205,4.124174,2.069062,0.35534173,0.0
113,0.43284172,1.9547822,4.321791,1.8518119,2.469569,1.7919445,2.70181,1.3082892,0.0
114,1.0227351,1.3566554,0.6064797,2.3268003,0.0,3.0124476,1.3258418,0.0,0.0
115,0.42873293,2.4017885,3.4642305,3.790214,0.4702732,3.3436775,2.19244,0.0,0.0
116,2.5153844,1.443716,0.0,2.7936032,0.38440734,3.3087037,1.8883386,0.8957747,0.39369527
117,2.7092216,0.9820456,1.1635622,3.8772259,0.97551286,5.112771,1.5842917,0.16377208,0.0
118,0.7738742,1.7699416,1.2014802,2.8223097,0.0,3.3023636,1.554565,0.0,0.0
119,3.1856785,2.7991679,0.7836986,3.6609242,0.0,2.785559,2.6503398,2.0540257,0.39805904
120,0.0,0.96224356,4.0862374,1.3981367,2.2731667,1.7728596,1.45087,0.58544105,0.0
121,0.0,0.89754397,4.299553,1.717885,2.2382035,2.0138557,1.3385836,0.32879686,0.0
122,2.2043326,2.9917684,0.96867645,3.6981559,0.013388317,3.3511302,2.6050522,1.0870036,0.0
123,0.49524075,1.1142621,1.6729388,3.3499753,0.16065441,4.0304494,1.2479368,0.0,0.0
124,0.04555279,0.0,10.926279,6.170861,0.63214743,9.966209,0.0,0.0,0.0
125,0.0,0.7721296,4.0054173,1.2440796,2.3886228,1.635745,1.1233342,1.0158452,0.0
126,3.7663877,1.4164414,4.716341,1.9017115,0.0,2.1380727,1.443352,3.1942358,2.7740262
127,0.39494452,1.5301814,2.8370109,0.8530605,1.658699,0.8992915,2.6598828,0.0,0.0
128,5.996212,0.98034656,2.874851,4.6264987,1.8398718,5.4133835,2.0296884,4.924372,1.8727691
129,1.021796,1.6852026,1.710989,4.117761,0.8144025,4.9849815,1.6079305,0.0,0.0
130,1.3821023,1.2518806,0.23130117,2.0743988,0.0,2.824152,1.4106874,0.17679545,0.0
131,0.4435995,1.5795434,4.6858344,1.1717061,2.8020318,1.1500273,2.3526824,2.1514556,0.0
132,0.0030484796,0.0,10.79979,6.100775,0.6626694,9.890847,0.0,0.0,0.0
133,0.03745061,0.0,10.834824,6.1445765,0.6663475,9.863529,0.0,0.0,0.0
134,1.6858983,0.6196852,0.0,1.7748058,0.5112154,2.7991118,1.2232201,0.12812498,0.0
135,0.1919133,1.6596105,4.525424,1.8542306,2.4231641,1.7727015,2.1672316,1.2113013,0.0
136,1.8433731,1.7527411,0.16523696,2.3056846,0.0,2.5392535,1.7530239,0.90420634,0.0
137,0.8177875,0.35578522,3.993216,1.3731587,2.4664235,0.98506635,0.35826403,1.6804258,0.0
138,1.0804214,1.6118035,1.3458189,3.893333,0.7421309,4.8005624,1.5437388,0.0,0.0
139,2.6377826,0.55893123,5.8982477,1.1838276,0.0,1.596056,0.15541878,3.25942,0.31208602
140,0.8081702,2.5940917,3.8644867,2.1683245,2.173002,1.9588068,3.2732315,0.9802778,0.0
141,3.4386218,4.001958,4.1798663,3.8406806,1.9881577,1.5382619,4.596782,2.3878324,0.0
142,0.03760034,2.3507304,2.3772776,0.8191637,2.1381881,1.6972659,3.3304045,1.0964588,0.0
143,1.1099381,0.29237008,4.6229753,1.7583609,2.3085666,1.131844,0.12527025,1.896612,0.0
144,0.54431754,2.923394,3.2237802,3.5846157,1.0132742,3.661262,2.713097,0.092735946,0.0
145,2.041802,0.7704975,5.0931396,1.2174722,1.8465858,0.15208802,0.4347642,3.1460056,0.0
146,0.052801907,0.0,10.897966,6.16596,0.6661446,9.999661,0.0,0.0,0.0
147,0.0,1.2626402,3.2072787,0.5348284,2.0125,1.1630297,2.0537815,0.8329496,0.0
148,2.9311392,2.2344768,1.0703413,4.261959,0.18600075,4.363309,2.4481363,0.47769153,0.0
149,0.004337132,0.0,10.808853,6.1140676,0.673795,9.9010515,0.0,0.0,0.0
150,1.1738784,2.3111265,1.1650237,3.5208697,0.100278944,4.0058994,2.0079064,0.0,0.0
151,4.551385,0.7988983,1.5716548,3.823473,1.3502157,4.9017124,1.773021,3.4424968,0.94120634
152,0.6964535,2.7204967,2.2500882,3.8988771,0.55955815,4.3149986,2.434704,0.0,0.0
153,0.07197076,1.1480414,4.3376746,0.0,2.4218736,0.13917625,1.8318017,1.9007593,0.0
154,1.5318339,0.18929653,7.0199943,1.6872916,1.0445106,2.4073381,0.0,2.0628304,0.0
155,1.5189455,1.1226628,4.155132,1.1599181,3.1149397,0.6922644,1.8199086,3.430489,0.0
156,0.50240237,2.8193173,3.1376948,3.6481133,0.9310206,3.7504804,2.6335504,0.009501517,0.0
157,1.580123,0.44039798,3.0209386,1.0460626,2.246578,0.437499,0.78745216,2.4430351,0.0
158,1.8504131,1.3585684,1.1076348,3.8711548,0.8700045,4.7768507,1.5638366,0.0,0.0
159,1.8371327,0.4838588,5.2874537,2.007141,1.1227251,1.7197812,0.0,2.1875222,0.0
160,0.7963014,0.67698586,4.496745,0.32633242,2.677697,0.020736009,0.8011532,2.354597,0.0
161,2.7266552,1.4809556,0.5102385,3.4978306,0.5043441,4.0955596,1.9900181,0.39020738,0.018947266
162,0.11665875,0.21948445,4.7824645,1.8754067,2.6079495,1.7200675,0.27588192,1.0982444,0.0
163,0.034283698,0.0,10.8053665,6.1465497,0.7060867,9.902467,0.0,0.0,0.0
164,1.8140581,0.6164306,5.59154,1.8429346,0.0,2.5185025,0.093642816,1.9935622,0.0
165,0.98538065,2.2960107,4.5224466,1.101254,2.5847135,1.1192982,3.6365561,2.3915555,0.0
166,0.68151635,3.060139,3.1478045,3.4574764,1.074797,3.3887103,2.8348696,0.18759322,0.0
167,0.0,1.9946578,4.259471,2.8753586,1.5351298,2.9327374,2.0936775,0.29334402,0.0
168,0.16007215,2.1208558,3.931263,3.3508773,0.988178,3.025909,2.1569524,0.0,0.0
169,2.2312782,2.6621277,0.8008604,3.730307,0.0,3.6837919,2.4478712,0.75942945,0.0
170,1.9211648,0.37654942,6.3470426,1.1677628,0.7291815,1.5029778,0.04591833,2.6737518,0.0
171,1.5621102,0.3823284,3.6584458,1.4915047,2.2508934,0.61678773,0.35205945,2.1060672,0.0
172,0.5210848,1.9874194,3.3396182,2.0191436,1.3481317,1.587064,2.6135426,0.0,0.0
173,1.2952697,0.5091117,3.5357285,1.2238517,2.492173,0.79269576,0.68737036,2.1541076,0.0
174,0.93804723,3.3322074,2.852838,3.2018986,0.93863595,2.741774,3.1988738,0.2723567,0.0
175,0.54431003,0.61496294,5.749416,2.014703,2.4379287,1.5292666,0.5295248,1.7462779,0.0
176,0.905161,1.1775551,4.533989,0.89566636,2.7491407,0.5657446,1.7684404,2.7546015,0.0
177,1.051647,2.8603237,3.5535512,2.2820003,1.9806104,1.8799877,3.529716,0.8690219,0.0
178,2.0460646,3.91123,2.7975836,3.6754794,0.90747845,2.010687,3.8116817,1.3408937,0.0
179,1.0507948,2.4995408,1.4752185,3.706616,0.19295932,4.131298,2.1901674,0.0,0.0
180,0.72854966,2.3904512,3.4524703,2.9549952,0.86877906,2.1428235,2.5905445,0.0,0.0
181,0.0,1.1070175,5.1647983,2.3664055,2.3895276,2.0877833,1.1672385,0.98432565,0.0
182,2.1971743,0.45376697,5.8949504,1.0830871,0.97276926,1.0100522,0.058046967,3.0905466,0.0
183,1.1229635,2.6039557,4.1103024,2.3304567,2.031656,1.5412083,3.2498436,1.117182,0.0
184,2.0393593,1.540103,1.0211415,3.8847013,0.7084718,4.7191725,1.7722149,0.0,0.0
185,0.8972967,0.9120603,5.1584077,1.478979,2.577827,0.75986916,0.81956947,2.0890062,0.0
186,3.1941528,3.0601385,0.7206469,3.52045,0.0,2.422104,2.97539,3.0220852,0.31643584
187,3.1342955,0.02056837,6.424748,1.3709905,0.0,5.2236805,1.312769,1.6072062,4.4562573
188,0.8507555,3.0179584,3.505218,2.8439994,1.5392739,2.445265,3.219753,0.4643376,0.0
189,1.9787207,0.52047014,0.06579907,2.0356522,0.7121212,3.0323644,1.1824887,0.36676392,0.0
190,0.039719522,1.4790623,3.6090329,1.6362855,1.783706,1.7741725,2.182697,0.0,0.0
191,0.73200095,1.0511513,5.037845,1.3955947,2.7464979,0.8891651,1.128764,2.1693244,0.0
192,1.1442175,0.362064,3.901404,1.4213402,2.3410063,0.7889045,0.30774245,1.8474785,0.0
193,2.948969,0.7497661,0.37747836,2.2451222,0.44449887,3.560968,1.6762376,2.2145736,1.0103302
194,0.0,0.0,10.769056,6.0773783,0.67884046,9.863949,0.0,0.0,0.0
195,3.4892867,0.9194452,4.96512,1.4092808,0.0,1.2905486,0.40826392,3.8133245,1.023408
196,0.83813965,2.5243268,3.1222444,1.2899851,2.036848,1.3805528,3.874559,1.1658316,0.0
197,0.851593,1.1781015,4.682274,1.1064985,2.7423937,0.73161405,1.59741,2.5076113,0.0
198,0.43611813,1.604878,4.669114,1.4551508,2.8154287,1.4188957,2.310045,1.9630262,0.0
199,0.9811353,2.6279328,3.2824697,3.2782898,0.6639328,2.218594,2.6478906,0.09103137,0.0
200,0.025941193,0.0,10.819453,6.165917,0.6735588,9.880093,0.0,0.016817153,0.0
201,1.0136774,1.2098536,0.5014861,2.2175632,0.0,2.9929836,1.25843,0.0,0.0
202,1.2254384,2.1162224,0.9842434,2.498289,0.0,2.6322334,1.7444599,0.45772493,0.0
203,0.0,1.1779389,3.2258127,0.44500628,2.076524,1.1374631,1.9605193,1.0897375,0.0
204,2.0285733,0.78701764,5.4181037,1.1832429,1.7416891,0.2782018,0.4342919,3.1280165,0.0
205,0.4601907,2.217591,2.5056844,3.502026,0.0,3.4433153,1.9695816,0.0,0.0
206,1.2629061,2.1926706,1.1359792,3.5539389,0.15523283,4.0666084,1.9673316,0.0,0.0
207,0.36220366,2.5747821,3.7256846,2.8044055,1.5986787,2.7563946,2.6631165,0.27751538,0.0
208,0.016508162,0.0,10.84172,6.1136956,0.6831572,9.957692,0.0,0.0,0.0
209,0.43058676,2.3403776,4.0220685,2.3472075,2.0242097,2.262713,2.6970763,0.7093512,0.0
210,0.1962474,0.46920845,4.0151863,1.3632778,2.580648,1.5463648,0.6637459,1.301368,0.0
211,0.0,1.5513608,4.640104,2.363368,2.0429246,2.361913,1.717696,0.5860146,0.0
212,0.006308049,0.6670429,3.9212823,1.1399635,2.4134166,1.4974668,0.9902726,1.2038906,0.0
213,0.34636694,2.5343854,3.3287692,3.825852,0.9027197,4.0761023,2.3475108,0.0,0.0
214,0.61705774,2.1671321,2.5129204,4.1813474,0.79240066,4.771834,1.9965563,0.0,0.0
215,3.1183424,3.5252643,4.5352616,2.951577,2.0099015,1.0426536,4.5233054,2.0657759,0.0
216,0.0,1.6776118,4.84999,2.9317684,1.8559598,2.7854276,1.6946979,0.52660644,0.0
217,1.1626601,2.782039,3.2193222,3.335235,0.71738255,2.2252498,2.7633717,0.22536033,0.0
218,0.48576587,2.4290133,3.3628132,3.5674543,0.5391146,3.082741,2.2651196,0.0,0.0
219,0.121964514,1.6191714,3.8428712,2.0571256,1.7410083,1.9932003,2.1883307,0.0,0.0
220,2.072341,2.8116193,0.9790926,3.7817764,0.0,3.691907,2.5284688,0.6305344,0.0
221,2.7815773,1.057576,0.3737223,2.290223,0.16744904,3.5498586,1.8326988,1.9018177,1.1641622
222,2.6909165,0.60419524,5.131452,1.169667,1.2130926,0.37302145,0.22939605,3.762185,0.0
223,0.9853496,0.20278704,6.7552624,1.9416113,1.7422146,2.1732566,0.05911565,1.8653724,0.0
224,1.0375996,1.8018632,2.0642989,4.350432,0.87960744,5.057887,1.6976888,0.0,0.0
225,0.90617424,2.4931662,3.8379622,1.9413345,2.378169,1.8073874,3.36138,1.0704539,0.0
226,0.37359503,1.5002732,2.8679185,0.75244784,1.743331,0.86360997,2.7444136,0.0,0.0
227,2.4936862,3.8965068,2.052064,3.7524095,0.5319145,2.2109566,3.3451731,2.2841668,0.0
228,0.0,1.4864225,2.6634634,0.0,1.7429041,0.6818084,2.3695493,1.2815454,0.0
229,3.074245,0.74937624,0.4977861,2.4075348,0.44932714,3.8168046,1.7388177,2.278336,1.0563017
230,0.0,1.9342864,4.1027865,2.1813774,1.8848953,2.2293537,2.251443,0.41219935,0.0
231,0.019666255,0.0,10.815561,6.1587186,0.64732665,9.922358,0.0,0.0,0.0
232,2.5276082,2.3742797,4.185252,1.7303433,3.3677354,1.2413759,3.1563716,4.7419777,0.0
233,2.0809283,1.6034536,0.8636843,3.6354177,0.4431963,4.358491,1.8898119,0.008984327,0.0
234,1.9881678,1.1519849,3.9979854,0.9392122,3.0568376,0.33022588,1.970954,4.1780877,0.0
235,1.2523623,2.856652,3.1238656,3.44435,0.6387406,2.2880468,2.7207732,0.3098988,0.0
236,0.17165416,2.436168,3.5778608,3.625124,0.99949265,3.798693,2.3562722,0.0,0.0
237,0.9966638,0.60947394,3.9542131,0.16796145,2.5682182,0.0,0.87177235,2.7889204,0.0
238,0.94377923,2.1988034,4.3935018,0.8350369,2.6077754,1.0528822,3.5402281,2.789998,0.0
239,0.57756954,0.4009338,1.4902092,3.0753171,0.57611585,4.178846,0.836464,0.0,0.0
240,3.385533,0.08431698,4.1327877,1.5568686,2.1633697,0.09289044,0.5991,4.3648605,0.0
241,3.3462958,0.80449575,5.416488,1.5019785,0.0,1.9099772,0.3583063,3.5212412,1.4863106
242,1.1871696,2.4035408,4.6767983,1.9195695,2.0640502,0.8467888,3.0193112,1.1080563,0.0
243,0.0,1.5812428,4.733169,2.7566075,1.870233,2.752632,1.7085496,0.41399926,0.0
244,0.33974063,1.4155738,4.625307,1.6988354,2.6689396,1.5738122,1.8828322,1.725753,0.0
245,0.7093825,2.2632961,1.8997357,3.1984932,0.0,3.232576,1.9675244,0.0,0.0
246,2.720734,0.70234305,5.779946,1.3198941,0.0,1.9349537,0.30753505,3.0099554,1.1793367
247,0.0,0.0,10.837542,6.0455317,0.6413127,9.904014,0.0,0.0,0.0
248,5.05394,0.9976998,1.702963,3.8290782,1.8209176,4.285244,1.7757028,4.3782983,1.0219458
249,3.2432258,0.993183,5.4310155,1.447763,0.0,1.3880613,0.40971056,3.690587,0.86538064
250,0.03779608,0.0,10.89547,6.164765,0.6978609,9.966871,0.0,0.0,0.0
251,0.35250902,0.29434612,4.550016,1.7461963,2.6086805,1.5154445,0.3197694,1.3331552,0.0
252,1.0680497,2.3895378,3.1495428,2.4659638,1.0013316,1.4156127,2.879702,0.0,0.0
253,2.1623337,0.08643703,6.311772,1.0215752,0.6898807,1.5423777,0.0,3.0387387,0.0
254,0.52845925,2.1142862,3.515555,2.3594756,1.2737349,1.8376112,2.5718877,0.0,0.0
255,0.40551135,0.9783018,2.588132,0.26642427,1.9890137,0.8388334,1.6626831,1.9242274,0.0
256,0.7000085,1.022299,5.142756,1.3911133,2.576569,0.8086751,0.97765094,1.967895,0.0
257,0.92850256,0.67334884,5.8653626,1.7914255,2.3730972,1.2681708,0.48737103,2.0602727,0.0
258,2.4961774,2.7498615,3.9093223,1.5943687,3.068781,1.0770338,3.5635269,5.0266504,0.0
259,1.265708,3.1741662,1.8545749,3.7507892,0.061309885,3.3837397,2.8182158,0.13418376,0.0
260,3.5103943,0.81521934,0.552136,3.104063,1.053465,3.898702,1.7462397,2.1656017,0.47853878
261,0.5592616,0.77441007,1.6130142,3.2878723,0.43772376,4.1822796,1.0207103,0.0,0.0
262,0.042957842,0.0,10.890725,6.1399446,0.6430283,9.982208,0.0,0.0,0.0
263,0.040631592,0.7673585,3.571259,0.9071921,2.354566,1.4021053,1.098685,1.3297172,0.0
264,1.1685462,2.5608547,4.4733424,1.2762614,2.4869761,1.1657796,3.984349,2.4113603,0.0
265,1.4233658,1.4633827,3.6494427,0.567875,2.698732,0.2853197,2.1611621,4.137968,0.0
266,0.8433766,1.0087987,0.62964964,2.3600264,0.05550767,3.2024956,1.1873806,0.0,0.0
267,4.716514,4.033678,2.7764964,5.0163655,1.5182985,2.6614358,3.9326873,4.149432,0.0
268,1.349895,3.2463577,3.2079215,2.7056212,1.5695864,1.8574283,3.7871654,0.7686136,0.0
269,0.57909244,1.4459403,1.4595029,3.128134,0.0,3.6942046,1.4327191,0.0,0.0
270,0.5424361,0.5017529,3.5109844,1.0337694,2.515511,1.1640859,0.7137456,1.6322724,0.0
