,0,1,2,3
172,4.7488947,0.9015358,3.6544938,4.9648933
173,5.781013,0.0,2.6727166,2.0147016
174,4.7757926,1.0918584,5.2227955,6.2557983
175,5.506058,0.0,1.1032258,3.3343685
176,7.6665583,0.09573054,3.9293365,3.2402902
177,5.9512024,0.52174795,5.8726435,5.6636677
178,5.5545917,0.8968761,7.957566,5.8382754
179,2.985105,0.96771055,5.052964,6.2720447
180,4.1222982,0.9190255,3.3053799,5.061074
181,4.873786,0.0,1.6703899,4.3701234
182,4.872091,0.0,1.1608036,0.3670326
183,6.318262,0.20494694,5.7847586,5.4143496
184,2.3253055,0.7086702,6.3648014,6.70977
185,6.1923623,0.0,1.9569498,2.9681032
186,2.8556173,0.0,10.159323,3.2170494
187,4.181544,2.5209281,1.4472358,0.0
188,5.127603,0.88431996,4.484812,6.102629
189,1.3027923,0.055660546,6.5192156,3.5393376
190,4.7127504,0.5919134,3.0809608,4.6950912
191,6.473785,0.0,2.5070777,3.4397993
192,4.961504,0.0,1.9415108,1.9972005
193,1.2272139,0.0,8.800293,3.4122062
194,2.603229,0.0,0.0,3.8264
195,7.1118884,1.2185011,2.8818345,0.0
196,6.6803093,0.81657803,6.064605,5.1868267
197,7.2035,0.068149865,3.3970728,3.352773
198,6.8922963,0.12145561,3.7990022,4.55941
199,3.8649147,1.0289025,3.3700175,4.9727135
200,2.5876262,0.0,0.0,3.7992852
201,1.867896,0.0,5.187293,3.723831
202,2.576849,0.0,6.135968,3.7973378
203,5.975018,0.718806,3.5466251,3.8430889
204,6.0821877,0.0,1.8613596,1.2021021
205,2.7392282,0.6169494,3.316215,5.033112
206,2.8255124,0.899877,5.8024044,6.324931
207,4.801109,0.60111374,3.9285116,6.119396
208,2.554845,0.0,0.0,3.7363675
209,5.3136883,0.49725252,3.9706297,5.6908073
210,5.155496,0.0,2.1510582,3.1638706
211,4.4635143,0.018122971,2.2693763,4.807989
212,5.4747496,0.11676699,2.4957495,3.5127475
213,3.7316031,0.49404317,3.6944976,6.431118
214,2.8779616,0.38503534,3.9538112,6.3981624
215,6.5071287,0.79544973,7.347802,4.8317533
216,4.123982,0.06622428,1.9057115,4.8694625
217,3.8930283,1.0489662,3.5267348,4.9403257
218,3.4688377,0.7596367,3.0358448,5.247156
219,4.490516,0.60075194,2.86581,4.7955575
220,3.2267237,0.7301137,7.27663,5.7072263
221,1.5036808,0.0,8.8340645,3.3876898
222,7.2217293,0.22064835,2.760386,0.2903325
223,4.6876884,0.0,0.23299074,2.2140176
224,2.2323318,0.238401,4.0985274,6.2686424
225,6.4821677,0.49958265,5.439348,5.5674925
226,5.6762695,1.1020052,4.2704983,4.6403265
227,4.372767,0.08867806,8.971596,4.2537923
228,6.501811,0.8790071,4.7145166,3.566972
229,1.2448587,0.0,8.7522335,3.5374434
230,5.026308,0.30736977,3.4243312,5.444416
231,2.5935225,0.0,0.0,3.807998
232,8.192742,0.27748153,5.8057003,2.3494084
233,2.3167875,0.62943715,6.4288473,6.1106205
234,8.8493185,0.12277502,5.6777763,1.6952448
235,3.8085988,1.0423121,3.6183453,4.8749146
236,3.8994386,0.51199204,3.4710007,6.273881
237,6.6182723,0.0,3.0411038,2.0820084
238,7.8965774,0.40810353,5.8527203,4.138859
239,1.5737046,0.09661323,3.5213456,4.965098
240,8.5162735,0.4522246,4.6237965,0.27707678
241,5.841639,1.1727705,2.1899955,0.0
242,6.7226753,0.21671462,5.356145,4.9282727
243,4.1102414,0.07101923,1.905764,4.8641768
244,6.4675584,0.07357806,3.1945877,4.493446
245,2.6599064,0.55024,3.95123,4.7876425
246,5.356052,1.0176342,1.6433784,0.0
247,2.5917492,0.0,0.0,3.771487
248,0.20564023,0.0,8.541441,4.110695
249,6.746308,1.0084214,2.544876,0.0
250,2.615736,0.0,0.0,3.8261344
251,4.786017,0.0,1.4256823,2.9616268
252,4.631764,1.1295829,3.97583,4.9964867
253,4.4552655,0.0,0.7794037,0.12362464
254,4.57432,0.8830112,3.430924,5.051142
255,6.4269195,0.53047746,4.4756155,2.7204988
256,6.38643,0.0,2.2828698,3.4130013
257,5.60886,0.0,1.2187245,2.8145864
258,8.819612,0.48904806,6.5806446,2.246372
259,3.7423759,1.353842,5.6447887,6.3411083
260,1.2254095,0.0,8.407004,4.225635
261,1.7176296,0.14390284,3.5136518,5.0915976
262,2.5368047,0.0,0.0,3.7277348
263,5.689444,0.24430138,2.826374,3.4307182
264,7.6042347,0.47903484,6.1108375,4.764909
265,8.764772,0.36105716,5.8415394,2.1632986
266,1.8187141,0.06291115,4.818196,4.0195417
267,4.0933585,0.0,9.386405,2.7131557
268,5.9928536,0.8259609,6.726166,6.0187254
269,2.0350308,0.3073792,3.6721191,4.834496
270,5.366122,0.027385652,2.444655,2.6178887
271,5.2862196,1.2912248,5.119719,6.575489
272,2.357646,0.0,9.361335,3.4707336
273,3.618704,0.5434858,5.0650716,5.623667
274,3.8785348,0.7942093,2.879046,5.1831226
275,4.4308333,0.91557926,3.3958464,5.160269
276,1.4010459,0.0,4.052864,4.496559
277,5.0529513,0.78109723,3.7058506,4.7978845
278,4.418596,0.1698237,2.193108,4.1271415
279,6.9827366,0.0,2.9450665,0.7790002
280,6.428125,0.2943098,3.92141,5.2119365
281,6.81399,0.10456908,2.4664974,0.33214432
282,6.843934,0.3656463,4.984998,5.410491
283,3.7566762,0.6730215,2.525268,5.1203904
284,5.894185,0.26711625,3.5080671,5.259287
285,4.289951,0.41035324,5.6926804,5.323269
286,3.7327104,0.84750706,3.125421,5.071645
287,4.0291452,0.053648174,0.0,0.8658063
288,2.5734582,0.0,0.0,3.7833679
289,2.7592213,0.6705341,3.7381601,4.8648767
290,5.4478574,0.042982757,2.4449544,3.4087865
291,5.577893,0.6145974,4.6131697,5.8862104
292,5.623751,0.0,1.7364024,0.22462375
293,3.0783825,0.0,0.4268477,0.5744944
294,2.3630755,0.42863542,3.3501158,5.1386423
295,5.3028727,0.3064111,2.7495904,3.9898589
296,8.897117,0.26958025,6.179727,1.6647644
297,7.0051727,0.49168962,2.7504816,0.031729296
298,1.7480356,0.037363887,8.217134,4.595942
299,6.121052,0.5475517,2.5503926,0.09834905
300,2.1406336,0.44249249,7.247221,6.0331078
301,6.0741496,0.0,1.9472932,0.42487985
302,7.959506,0.44220805,5.9392557,4.103115
303,3.1158023,0.98882526,4.604664,6.3239827
304,6.277665,0.0,3.6962166,1.2616615
305,1.4174465,0.0,4.06602,4.5416975
306,1.9298688,0.0,6.0475235,3.3538237
307,5.017281,0.08406347,2.2460918,3.8290184
308,5.356734,0.0,2.2850199,1.7887952
309,5.2378097,0.9375607,4.7836814,6.066175
310,3.261878,1.007946,5.1828885,6.10416
311,6.077891,0.09766537,3.0280886,4.8514576
312,4.663409,0.0,1.5901492,3.404802
313,4.289914,0.6476497,2.7481942,5.005848
314,4.912687,0.0,1.0651366,0.4933179
315,5.174134,1.1784608,4.8889184,6.47628
316,6.954853,0.9607496,7.608532,5.333806
317,3.2814364,2.0918138,0.9459464,0.0
318,4.5457826,0.7304527,3.1174564,4.937126
319,2.108698,0.46736872,6.687336,6.5554123
320,3.210287,1.1049159,5.0509157,6.378257
321,4.235854,0.0,0.7923498,2.6772995
322,2.2297568,0.0,6.5184555,3.4387014
323,2.0972989,0.573185,5.3699946,6.808225
324,0.45358554,0.0,8.491139,5.1430874
325,3.2179892,0.17412895,6.53013,3.9211085
326,1.9574977,0.28285587,7.2337184,6.607297
327,4.115128,0.44224614,3.1660318,6.100076
328,2.6882563,0.2840839,7.994883,5.3304567
329,5.3775644,0.1362142,2.586516,3.6506162
330,7.19363,0.06209737,2.940483,0.7840145
331,6.7598395,0.8643504,4.6935663,5.0648484
332,3.2428832,0.88576096,4.372386,6.121321
333,4.3933477,0.4544708,3.295279,5.995564
334,2.427584,0.30714554,4.1112313,6.32747
335,3.990522,0.0,0.7527981,1.438999
336,4.5778832,0.0,0.118273735,1.5274744
337,5.047047,0.17329782,3.1703596,5.210339
338,5.5574594,0.47960526,3.06397,3.9181674
339,7.3995767,1.080692,7.61965,4.3947377
340,4.301459,0.0,0.9574625,1.7570047
341,3.0755346,0.0,0.3315674,0.81206447
342,6.901584,0.33930892,4.7832484,5.3556437
343,0.8625215,0.0,8.2832775,2.9580228
344,5.246783,0.512791,1.937466,0.07451351
345,2.447305,0.12287444,0.0,0.6798697
346,5.6057878,0.91571736,8.787481,5.3893795
347,4.747053,1.2497699,4.0982237,4.7052546
348,4.2828593,0.301328,2.798314,5.614622
349,7.4594955,0.0,3.2879157,2.4656336
350,6.247682,1.4758875,2.4351115,0.0
351,5.749713,2.744554,3.267613,0.13064192
352,5.848174,0.39631414,3.1021419,3.3015442
353,6.1019063,0.4524142,4.2170806,5.5993047
354,5.008746,0.0,1.8307599,2.8122537
355,2.8194551,0.026199043,6.0724235,3.9159043
356,4.345357,0.004134357,0.023821056,0.98810345
357,3.349837,0.34507912,3.6946692,6.562478
358,1.1902264,0.0,7.727066,5.925474
359,4.7465296,0.21337527,2.9893909,5.304936
360,2.4253914,0.0,8.636267,4.179698
361,2.9820075,0.84793556,6.337082,6.052638
362,6.4347143,0.0,2.2234607,3.0536687
363,7.5632405,0.3800177,5.764009,4.802047
364,4.0138035,0.22779173,2.4557538,5.452817
365,2.4762576,0.3850575,4.2464066,4.6786056
366,5.479444,0.0,1.9613832,4.261345
367,5.223972,0.20690352,2.5608573,3.8997037
368,4.4976463,0.92928225,4.524769,6.1980715
369,2.084733,0.48538864,6.3236647,6.767268
370,2.9329255,0.0,9.192605,3.958927
371,3.6845312,0.8305456,3.1102839,5.16916
372,3.2247493,0.0,0.3655695,0.97758836
373,7.118727,1.0886185,2.777566,0.0
374,5.836653,0.74559397,1.7844553,0.0
375,7.4519744,0.48391616,5.5521393,4.389189
376,7.898352,0.037592113,3.7094383,0.9437756
377,4.5557137,0.0,1.4475994,4.2370987
378,7.327537,0.15583897,3.9026628,4.092523
379,4.081801,0.59787756,3.6869388,6.296623
380,1.9325637,0.2386728,3.474864,5.066133
381,5.6340904,0.08204961,2.720644,2.266948
382,9.408736,0.24810654,5.0128245,1.234045
383,4.569598,0.0,0.85623837,0.30491644
384,5.5585675,1.1592586,4.580659,4.424764
385,6.6685166,1.6336198,7.945979,5.9502892
386,2.2304153,0.3020944,7.767869,5.0076036
387,7.4352612,0.44803518,6.2443447,4.8033104
388,7.935942,0.4399659,5.861254,4.1115856
389,4.509201,0.0,1.3142145,3.143224
390,5.7965355,0.0,1.4155064,1.3823733
391,5.776685,0.624971,2.2918224,0.050596908
392,2.580387,0.0,0.0,3.7846224
393,4.264825,0.2549315,2.1315029,4.32377
394,1.948301,0.23452538,3.4404006,5.12182
395,4.5930405,0.0,2.0375948,4.6603107
396,8.559353,0.4282643,5.9269524,1.6878135
397,5.8542795,1.5991116,5.60026,6.3515825
398,2.5567477,0.0,0.0,3.7900493
399,5.01259,0.0,1.8606646,0.94838303
400,7.0280685,0.0,2.9690313,1.8548093
401,5.3260427,0.4700846,2.9690814,4.1137714
402,2.5602245,0.18678153,5.243079,4.2271967
403,5.101095,0.26531416,2.5824103,4.105357
404,4.1585274,0.28015643,2.659339,5.5457435
405,2.4723947,0.6357867,4.584213,6.313116
406,3.6812673,1.0613582,3.6325326,4.89701
407,6.933122,0.59165865,6.839551,4.9264164
408,4.178704,0.030226529,0.0,0.94280547
409,6.1902494,0.0,1.5847329,1.8983467
410,5.8072076,0.0,1.4107444,3.21406
411,3.313394,0.27352613,8.006887,4.9308925
412,3.6661153,1.2075856,5.2215505,6.470097
413,2.5061097,0.7833886,5.9694867,6.5932355
414,1.7792672,0.16766,7.08998,6.7103205
415,2.6265435,0.0,0.0,3.8188632
416,2.6089373,0.0,0.0,3.819206
417,5.2161417,0.0,0.6886263,2.6203365
418,5.63558,0.0,7.1814466,4.980088
419,6.368599,0.0,2.1817007,1.4231741
420,2.9781213,0.7763202,0.016236007,0.0
421,2.2540793,0.09183353,8.40605,5.5968466
422,4.4240327,0.49847203,3.5081773,6.112831
423,6.383889,0.0,2.2788458,3.3385193
424,4.6292987,1.1232017,5.000156,6.3781805
425,8.850979,0.49620798,7.057185,1.2886072
426,6.658191,0.0,2.5554771,0.92455894
427,4.7096734,0.0,0.17244357,1.6282692
428,4.4804425,0.5002919,2.6670728,4.683024
429,3.4371185,0.97761387,4.4964423,6.367199
430,5.360461,0.0,1.4842566,0.32351214
431,8.327092,0.2399599,5.4049664,2.8694007
432,3.518785,0.7037713,2.7851253,5.2599716
433,6.568333,0.7026908,4.5106716,5.2773476
434,1.8577183,0.25382513,7.102088,6.8493576
435,6.3148007,0.0,2.2453475,0.8295577
436,2.952528,0.0,0.021131217,1.0144911
437,2.6601892,0.24389619,3.9264297,6.415901
438,4.97201,0.0,1.7840129,2.307317
439,2.8582647,0.83311576,4.6218996,6.455002
440,6.8891635,0.0,2.9706364,3.3732893
441,0.85161436,0.0,8.687542,3.8580458
442,2.5895143,0.0,0.0,3.7843592
443,5.5851073,0.2969051,2.8418999,3.643557
444,2.8138392,0.28684705,8.189288,5.160776
445,3.9491997,0.6082229,2.39149,4.9940166
446,4.19104,1.1664256,5.3352647,6.4730206
447,5.517774,0.40957516,2.097968,0.12014778
448,0.0,0.0,8.199833,5.0382204
449,5.582028,0.0,1.1089005,2.8536804
450,1.6047552,0.1246745,3.5879436,4.9688854
451,4.3864045,0.7564105,7.8658075,5.1917295
452,6.7621226,0.40251678,2.5178652,0.053270176
453,6.0017123,0.42463693,7.802962,5.3664384
454,4.4370074,0.0,1.2741065,3.1977532
455,1.9437739,0.0,5.373718,3.7293766
456,2.6026452,0.0,0.0,3.8027298
457,3.9130087,0.22032028,2.2041345,5.2909775
458,2.6728408,0.60002965,3.7134566,4.8266864
459,8.8128,0.12668544,4.622681,1.2983832
460,4.4872904,0.4346773,2.5789685,4.5935264
461,7.1867375,0.27234554,4.222916,4.205528
462,8.232136,0.7998032,3.8719354,0.063023105
463,4.238045,0.61622995,1.3722551,0.0
464,4.148671,0.74372536,2.7887368,5.1070995
465,3.7576256,0.43367213,3.5784125,6.411065
466,2.6212819,0.0,0.0,3.852599
467,6.5688725,1.1565381,8.088181,5.9052353
468,6.1399326,0.94594824,4.6680636,5.4366293
469,2.2813942,0.7190009,5.410839,6.8255377
470,2.6226144,0.48922557,7.518493,5.4331484
471,5.2256627,0.8891833,4.910114,6.0297484
472,3.073905,0.0,0.046900988,1.0929717
473,6.0812325,0.55632347,5.0179734,5.788061
474,5.113728,0.0,0.86600816,3.323826
475,3.3735986,0.047115266,0.74237335,0.21743794
476,3.3376017,1.1650193,4.889037,6.333083
477,5.6272106,0.0,1.090754,1.4423338
478,5.655172,0.0,1.2505555,1.2447349
479,2.33091,0.44876784,3.6561685,4.887518
480,6.5689077,0.49919492,5.401453,5.535706
481,2.5721512,0.0,0.0,3.7687373
482,4.68525,0.85454565,4.504476,6.314145
483,7.4493074,0.16224462,4.213447,4.0556135
484,5.1603246,0.97181505,4.0171027,4.666562
485,3.9634616,1.2110877,6.9573565,5.014615
486,7.6562543,1.031757,7.354023,4.428198
487,7.9215226,0.95273006,7.249681,4.2552676
488,4.2044787,0.0,0.8988327,1.523798
489,6.2383137,0.0,2.1712976,0.9355075
490,2.1998234,0.63917845,5.8648567,6.868334
491,2.2973132,0.5972808,6.9574757,6.216066
492,4.9094725,0.0,0.28774202,1.8597305
493,3.3765187,0.69929004,5.1336226,3.7924602
494,6.462456,0.0,2.4357953,3.555598
495,2.596458,0.0,0.0,3.813104
496,4.153261,0.0,0.912362,1.6270254
497,4.5643,1.2948962,5.776547,6.5102797
498,4.6170707,1.1716981,3.9973702,4.913135
499,3.7111735,0.53770095,0.37557817,0.0
500,1.2891487,0.030694664,5.212248,4.0522404
501,2.1136796,0.0,8.481537,3.6142442
502,5.0779324,0.0,0.7826117,3.2332335
503,5.4785533,0.6391292,3.344304,4.394411
504,6.2659397,0.024144948,3.8697815,1.7014496
505,7.4881444,0.3537038,4.6419086,2.727705
506,6.9281373,0.0,2.7451553,2.0762386
507,2.6758344,0.7993569,5.8173976,6.358518
508,2.5791678,0.0,0.0,3.8066447
509,1.9000324,0.28427488,3.7369623,4.8862925
510,1.9008718,0.283135,3.5663133,4.9744787
511,4.27716,0.0,0.80898404,2.119712
512,4.85492,0.0,0.3454032,2.3639288
513,8.131219,0.0,4.0268974,1.4303312
514,4.9646144,0.0,1.6553339,2.1352868
515,1.8458982,0.0,5.302093,3.7006876
516,8.531386,0.98349994,7.3918505,3.9289505
517,3.3273666,0.8411872,3.7131019,5.018903
518,4.321015,1.254879,5.578352,6.593642
519,6.3956213,0.0124335885,2.8101807,4.327263
520,4.237104,0.017233372,0.18151525,0.57407737
521,2.608228,0.7554866,6.3660145,6.364133
522,0.0,0.0,8.03172,4.0990925
523,2.914833,0.049316823,8.134081,4.5397754
524,6.8118453,1.685226,3.091083,0.0
525,4.5903254,1.1974812,4.0244336,4.8797164
526,6.922434,0.0,2.7986755,2.108065
527,2.8542316,0.62163574,3.182744,5.0927787
528,4.7235594,0.0,2.0149817,4.554866
529,6.1115484,0.0,1.8998812,3.1603901
530,2.7687538,0.8888348,5.610857,6.3597565
531,8.094194,0.92082036,7.0676594,4.297333
532,4.2009964,0.7506992,2.843439,5.0608387
533,2.2899084,0.6908154,6.148809,6.64434
534,6.2788997,0.0,3.3008475,0.8869615
535,7.6840973,0.16927242,5.0065656,3.2006063
536,4.240868,0.7355954,2.8690944,5.012941
537,8.496605,0.1031422,4.1005473,1.510138
538,2.9595428,0.6512751,4.3482027,6.420683
539,4.3906093,0.0,1.3520676,0.7335883
540,2.6207838,0.0,0.0,3.8141196
541,2.7223823,0.85263264,5.4194193,6.2325954
542,6.475484,0.2082805,4.035184,5.2514095
543,4.151837,0.0,0.936347,1.4011
544,3.1930246,0.71189624,4.293418,6.4159436
545,4.3853073,1.1759906,4.9701467,6.4924345
546,2.3287795,0.6402963,6.9286065,6.35896
547,2.851983,0.6440926,3.3192248,5.146795
548,1.6290281,0.013469875,4.78545,3.9517062
549,6.9425178,0.61567503,6.6950583,4.709898
550,0.4144992,0.0,8.806252,4.5359335
551,5.4022965,0.17741615,3.0650167,5.192314
552,6.0173903,0.986239,6.8077188,6.0883617
553,2.2691655,0.6972621,6.221696,6.663913
554,4.4554615,1.0921552,6.994466,6.0768166
555,7.6317964,0.32420403,5.522788,4.647226
556,3.8891594,0.0,10.068583,3.7970893
557,6.2357607,0.45010078,4.027531,2.5882318
558,4.9790616,0.0,0.39611584,1.3911312
559,2.6054204,0.0,0.0,3.809963
560,5.4691205,0.63016874,4.239743,5.8194346
561,6.9713182,0.5103074,6.248723,5.312677
562,3.7419217,0.0,0.3635909,1.7165011
563,2.604387,0.0,0.0,3.7857406
564,5.8449025,1.4825933,8.163656,5.575694
565,5.1659164,0.17228955,3.0699844,5.250863
566,5.517691,0.730959,5.03417,5.9468174
567,7.8893223,0.30278474,5.6990185,4.4452763
568,0.5450064,0.0,8.551399,5.193159
569,7.5057006,0.6802552,6.8871703,4.8638163
570,4.991427,0.0,2.2141337,4.7101564
571,2.0315702,0.06274897,8.61008,5.2192335
572,8.647052,0.07887083,4.648544,1.2836187
573,7.437389,0.0,3.3364434,1.0749853
574,2.0886147,0.31917244,3.3872104,5.0066137
575,7.602533,0.05074364,4.0689154,2.7875025
576,4.8464556,0.1057418,2.7217093,5.089926
577,1.6395397,0.0,8.146358,4.2923045
578,4.025777,0.06618494,0.2691554,0.24628897
579,3.3468304,0.642656,5.019285,4.2358727
580,6.993508,0.0,3.0473151,0.89486164
