,0,1,2,3,4,5,6,7,8,9
47,2.2225773,2.9221258,1.917433,0.0,0.0,2.5482678,0.23933297,0.0,0.17999993,2.749757
48,3.4742992,3.3807247,2.5887003,0.0,0.0,3.0074587,0.1168952,0.43535194,0.105159655,3.365459
49,3.9394376,0.32193762,0.0,0.0,0.0,0.8852321,2.9217114,1.3453416,2.4039874,3.309172
50,6.0088396,0.0,0.040359795,0.0,0.0,1.3044304,2.627721,2.027064,2.5357852,3.4839056
51,6.6542196,0.37622988,0.23184878,0.0,0.0,1.5878198,1.2385958,1.2798601,2.0303612,3.1662433
52,5.336103,0.5189803,1.0831833,0.06738961,0.0,0.51718414,5.416786,4.6636662,2.4554033,1.5202099
53,6.0892253,0.011401698,0.1594935,0.0,0.0,1.2179183,2.5047479,2.1305737,2.3012643,3.1394653
54,3.8534746,0.49502665,0.0,0.0,0.0,0.9511508,2.9430828,1.2416369,2.5688486,4.211918
55,1.4715008,1.6890652,0.0,1.2319134,0.0,0.42835543,6.6892924,6.864062,3.3459988,6.655694
56,5.9870067,0.0,0.070369065,0.0,0.0,1.3174692,2.5506153,1.9780141,2.459514,3.3974545
57,2.022295,1.4467145,0.0,0.82908165,0.0,0.54702246,6.577605,6.2314005,3.6987917,6.598868
58,6.031417,0.021544382,0.0,0.0,0.0,1.5671278,2.5473387,1.718151,2.8470626,4.545126
59,0.39947546,6.75449,3.6577802,0.0,0.0,0.6786729,2.4939194,3.1816618,0.0,3.7362325
60,0.98607755,3.5274081,5.4892735,2.6059117,0.0,1.5261649,1.783353,2.6381643,0.8453875,0.8165271
61,3.681267,0.69491714,0.0,0.0,0.0,0.62467325,5.234948,3.7824683,4.0076556,5.28832
62,4.9587455,6.0220094,0.599536,0.0,0.0,4.226424,1.494033,0.43772146,3.3742695,9.145617
63,6.1950655,0.15864913,0.42798692,0.0,0.0,0.87813604,3.4052112,3.1248312,2.4833965,2.557181
64,2.1985168,3.249908,1.5008779,0.0,0.0,2.522352,0.0,0.0,0.34253418,3.0170844
65,4.4159403,3.5620897,4.2406297,0.0,0.0,2.8548274,1.8356344,2.792261,0.506429,1.4880372
66,5.1819654,0.33165723,0.0,0.0,0.0,0.72844696,4.362146,3.1551573,3.2507818,3.2704628
67,4.94894,3.0700197,4.239944,0.0,0.0,2.6968849,1.6388385,2.6846673,0.36064705,0.85495734
68,6.1991186,0.26786822,1.063446,0.0,0.0,0.8234966,1.6105216,2.5717702,0.0,0.7849268
69,2.984842,1.0454932,1.1123345,3.0324306,0.0,1.3422705,4.962088,4.8734837,4.2560625,1.0754585
70,2.642218,3.751406,3.1536033,0.0,0.0,2.6393213,0.38431132,0.9214517,0.010341387,3.2786775
71,4.290699,2.8344934,2.6335368,0.0,0.0,2.5643084,1.9567972,1.9531026,0.9506032,1.5542462
72,4.137087,0.80306166,0.0,0.0,0.0,1.173735,3.032732,1.1998104,2.8192642,5.215605
73,4.8105726,2.707575,1.4910173,0.0,0.0,2.9276593,0.5755714,0.46440282,1.0131093,2.8333988
74,0.64855814,6.174482,2.9825819,0.0,0.0,0.9613409,1.916835,2.368284,0.0,3.703557
75,0.678161,3.1440663,2.2386281,0.0,0.0,1.1851828,0.151519,1.084476,0.3382866,1.5526384
76,1.8769314,4.343601,3.8040066,0.0,0.0,2.2313685,0.7635778,1.436558,0.18215628,2.9340813
77,4.631557,2.7299237,1.7377894,0.0,0.0,2.9392436,0.8160124,0.56946886,0.8870551,2.49448
78,3.7480364,3.0393977,3.122514,0.0,0.0,2.8660772,0.5622785,0.9156858,0.0,2.315572
79,3.1013675,2.1299665,2.764868,0.0,0.0,2.3919013,1.6319773,0.96121025,0.23138647,1.0364614
80,4.8744793,0.32802457,0.0,0.0,0.0,0.3007454,5.1300154,3.7063997,2.9816623,2.9386513
81,5.874146,0.0,0.0,0.0,0.0,1.4894034,2.684408,1.8296027,2.8430228,4.264713
82,2.1297777,1.3805346,0.0,0.91360295,0.0,0.61217415,6.2584987,5.712215,3.8806376,5.986243
83,4.8854394,2.5038288,1.4882436,0.0,0.0,2.8995788,0.0,0.0,0.79169,2.6631458
84,3.6901295,0.7157119,0.0,0.0,0.0,0.9834727,3.2447643,1.3588245,2.8271422,4.648037
85,5.2270417,0.31909102,0.0,0.0,0.0,1.0464967,4.171048,2.9358869,3.5818443,4.3282704
86,6.553292,1.0234867,0.614641,0.0,0.0,1.9286286,0.4674244,0.6578001,1.619048,2.7377517
87,5.1245337,2.4170794,1.3111186,0.0,0.0,2.8219411,0.0,0.0,0.90593517,2.6643836
88,5.8726673,0.42046696,0.5566488,0.0,0.0,0.49300912,5.026436,4.2511425,2.908558,2.0357502
89,6.580662,1.0234158,1.0101659,0.0,0.0,1.369701,1.2273564,2.670241,1.4429026,1.8061044
90,0.42988437,7.1238627,3.9082587,0.64332163,0.0,0.14887396,2.807836,4.1534452,0.0,3.0460362
91,6.073181,2.6854846,3.3316977,0.0,0.0,1.8140975,1.580417,5.4235334,1.7627844,0.6830062
92,7.083309,1.8146446,1.8046992,0.0,0.0,2.2644436,1.6345177,3.4297943,3.0194724,2.4834278
93,4.577792,2.7584364,1.6953807,0.0,0.0,2.902552,0.75904584,0.5621891,0.9013087,2.5038223
94,1.383489,3.7681446,1.1569381,0.0,0.0,1.812853,0.24387532,0.2708912,0.08115189,2.9823692
95,4.9306035,6.1098104,0.63732177,0.0,0.0,4.246166,1.5037992,0.4573507,3.4238684,9.212402
96,6.8109956,0.5384464,0.36545926,0.0,0.0,1.557455,1.7105404,2.420383,2.3548443,3.1425579
97,1.3331821,4.761819,1.5159752,0.0,0.0,1.7044674,0.90532255,1.5355086,0.0,4.176855
98,3.9825623,0.15335552,0.36396307,1.2914551,0.0,0.8751681,5.562367,4.176818,3.3901381,1.785851
99,6.455838,1.4216588,1.7251041,0.0,0.0,1.3848108,1.0153399,3.3035715,1.1718491,0.92643595
100,5.9470263,2.2503972,2.2636847,0.0,0.0,2.1966212,0.33392835,1.393316,0.7833942,1.2276397
101,4.66184,0.5836294,0.0,0.0,0.0,1.5084478,3.9917448,2.4536753,3.704085,6.135869
102,5.7649136,0.22741298,0.14875787,0.0,0.0,0.77869785,3.9704993,3.211153,2.900865,2.9888923
103,4.975059,0.40487176,0.0,0.0,0.0,0.85194767,4.4466367,3.1094408,3.5660934,3.8857005
104,5.54181,0.66111225,0.0,0.0,0.0,0.9760643,1.2843592,1.5216953,0.99848014,2.5307906
105,2.4857888,0.815399,0.0,0.0,0.0,0.7000357,3.4295168,1.6101958,2.845003,2.2341444
106,3.0409176,2.7345612,1.7735233,0.0,0.0,3.018173,0.44404542,0.0,0.27364424,2.6408145
107,5.46379,0.73714846,0.0,0.0,0.0,0.9885093,1.0747954,1.4512738,0.99223655,2.4649575
108,5.389819,0.40240186,0.14869326,0.0,0.0,0.6175283,4.718521,3.5399642,3.2079802,2.7529037
109,5.1776795,2.3648705,1.3941417,0.0,0.0,2.7331116,0.0,0.0,0.8862001,2.467312
110,2.6619647,1.9283917,2.734752,0.0,0.0,2.228199,1.67209,0.83960545,0.120138094,0.7755871
111,6.4379196,0.5101343,0.8579863,0.0,0.0,0.47110072,3.6802053,4.522333,1.4200996,1.4274099
112,0.7473917,5.9498944,3.3862402,0.0,0.0,1.2475475,1.7285714,2.2391188,0.0,3.330621
113,6.079341,1.905082,1.639538,0.0,0.0,2.0594842,0.2599845,1.0815369,1.1340405,1.5429367
114,0.8417494,3.480888,1.49366,0.0,0.0,1.2129515,0.35168594,0.81359816,0.123894766,2.0242982
115,3.165242,2.6591465,1.7176073,0.0,0.0,2.9650981,0.4173866,0.0,0.31506553,2.5466874
116,0.32156658,6.4000306,4.245259,0.6488294,0.0,0.63029575,2.085935,3.2861912,0.0,2.6392581
117,0.8803052,5.9160705,2.221003,0.0,0.0,1.1231606,2.0565386,2.3928454,0.0,4.0964937
118,1.2875477,3.2819064,1.6914172,0.0,0.0,1.6828,0.018908143,0.41119212,0.21196721,2.508743
119,0.22716515,4.1503024,4.143072,0.43945694,0.0,1.0968345,0.65514266,1.8393463,0.0,1.755456
120,5.826662,1.8929675,0.719263,0.0,0.0,1.979916,0.34313238,1.2637411,1.5243195,2.7917712
121,5.8069386,2.0601723,0.7810394,0.0,0.0,2.2945738,0.4269424,0.99460804,1.5553777,3.0659406
122,1.299666,4.505174,3.964279,0.0,0.0,1.7846907,0.9475826,1.5942645,0.37526098,2.457075
123,1.4235679,3.8753822,0.93494505,0.0,0.0,1.835673,0.3188272,0.25787452,0.079980925,3.1414156
124,4.9244957,6.0266776,0.56860095,0.0,0.0,4.1796384,1.4636527,0.41321763,3.3689518,9.089598
125,5.8405657,1.4238783,0.38919836,0.0,0.0,1.6288224,0.504296,1.373861,1.4609863,2.7897432
126,1.6822587,2.4493902,0.54332805,2.9135318,0.0,0.8606502,5.216035,5.3230095,4.17827,2.9294295
127,4.687773,2.9162388,2.1124964,0.0,0.0,2.266554,1.495625,2.290695,1.2864258,1.7137032
128,0.0,7.542722,2.4866595,1.3750893,0.0,0.0,4.9616647,6.243427,0.0,5.645983
129,1.739895,4.377563,1.6906192,0.0,0.0,2.0688083,0.15859395,0.96516705,0.0,4.041986
130,0.6435269,3.7280054,1.4140587,0.0,0.0,0.9198319,0.6387926,1.1370841,0.12973855,1.6463404
131,6.651021,1.1186911,1.1840973,0.0,0.0,1.5838555,0.77489245,2.0467057,1.6303129,1.7308143
132,4.9162016,6.03884,0.5935617,0.0,0.0,4.190077,1.4054286,0.3997819,3.3468642,9.081603
133,4.9439297,6.051579,0.5679603,0.0,0.0,4.177597,1.4911945,0.42608324,3.3762884,9.116421
134,0.7593382,5.3407483,2.43971,0.0,0.0,0.5125506,1.9908469,2.592501,0.0,2.0626204
135,6.335805,1.6101363,1.1621149,0.0,0.0,2.023616,0.25713181,0.87113893,1.3130955,2.0305645
136,0.4366998,3.9496212,2.209864,0.0,0.0,0.71254754,0.32815456,1.6597413,0.03079946,1.4170704
137,5.2226357,0.24488793,0.0,0.0,0.0,0.86752474,1.8614405,1.3931919,1.2338566,2.7697105
138,1.4884754,4.3556695,1.7207456,0.0,0.0,1.8513788,0.2981255,1.0645192,0.0,3.8185647
139,3.050583,0.584017,0.0,0.61710954,0.0,0.42252925,5.4554443,4.2640376,3.8737078,4.1258373
140,5.527466,2.4540808,2.4575143,0.0,0.0,2.3769438,0.4091959,1.3468173,0.8128221,1.3864483
141,5.0753665,2.4282553,4.0880527,0.0,0.0,2.444661,2.1031404,2.536579,0.14895646,0.26525438
142,5.6801558,2.7758865,2.5832076,0.0,0.0,1.6601832,0.032286525,2.7181313,0.13605784,0.77262056
143,5.122048,0.17045312,0.0,0.0,0.0,0.9479734,2.1265173,1.2878029,1.5951627,3.2096636
144,3.928819,3.0652413,2.6380265,0.0,0.0,2.9813821,0.1860578,0.465295,0.083554015,2.7655427
145,5.522006,0.32485896,0.118421495,0.0,0.0,0.68180895,4.3041563,3.273577,3.0024285,2.8628523
146,4.9056163,6.106239,0.64540416,0.0,0.0,4.2500033,1.5012819,0.4386994,3.3839247,9.155019
147,5.158062,2.0057962,0.98446006,0.0,0.0,1.4481109,0.24843061,2.0361574,1.4960233,1.8557055
148,0.83745086,5.330284,3.5821629,0.0,0.0,1.7503725,1.4572486,1.7630303,0.1733561,3.5269535
149,4.887618,6.107909,0.55905086,0.0,0.0,4.176653,1.4350085,0.4079909,3.343876,9.088364
150,1.648992,4.7027984,3.1305041,0.0,0.0,2.0340981,0.46374893,1.2543998,0.21310468,3.4277096
151,0.28482246,7.478727,3.0165164,0.44187105,0.0,0.0,3.9790993,4.750422,0.0,4.638661
152,2.7024758,3.7192583,2.7731762,0.0,0.0,2.7002957,0.115293145,0.6379176,0.078892216,3.6096005
153,6.5124187,1.1298879,1.0357704,0.0,0.0,1.5846077,1.6377262,3.6576307,2.7174683,2.4430873
154,5.1201777,0.29165894,0.0,0.0,0.0,1.4817764,3.4691653,2.0748353,3.5079496,5.6560993
155,6.2634897,0.27816945,0.9810673,0.0,0.0,0.7946025,2.8523045,3.4138558,0.9225135,1.4847349
156,3.7449806,3.1631565,2.5760152,0.0,0.0,2.9692223,0.16300333,0.46047482,0.100318834,2.9749713
157,4.275131,0.50494415,0.36101723,0.0,0.0,0.35174504,2.8843703,2.5979002,0.90909094,1.7202679
158,1.1635648,5.2813754,2.059893,0.0,0.0,1.5860553,1.2626343,1.8471574,0.0,3.9033368
159,4.0661726,0.2312216,0.0,0.0,0.0,0.88233435,2.8737361,1.3952558,2.292041,3.1697474
160,6.383049,0.3359614,0.0,0.0,0.0,0.89827585,2.6806817,3.152014,2.4191506,3.0788867
161,0.63050854,6.3078437,3.6982596,0.0,0.0,1.0161718,1.9802585,2.6607502,0.0,3.4433339
162,5.9895954,0.94853014,0.0,0.0,0.0,1.6380593,1.20494,0.917969,1.7611954,3.8465884
163,4.936411,6.070229,0.58851796,0.0,0.0,4.186797,1.4940337,0.4281399,3.371327,9.122774
164,2.940556,0.9652613,0.0,0.0,0.0,0.7480085,3.5192327,1.5943286,3.0960555,4.068802
165,6.5049267,1.5805455,1.9329386,0.0,0.0,1.5811557,0.81675327,2.7062702,1.019051,0.86603594
166,3.9565227,2.8589642,2.6841981,0.0,0.0,2.8871243,0.32086217,0.57019615,0.028497096,2.4057748
167,5.02048,2.45408,1.5186605,0.0,0.0,2.7890356,0.0,0.0,0.7819915,2.426564
168,4.2131305,2.7496233,1.6268075,0.0,0.0,3.0132835,0.51199675,0.15466323,0.75718284,2.7196147
169,1.1441133,4.8682323,3.6788838,0.0,0.0,1.7672726,0.99311066,1.5704689,0.41649327,2.8279867
170,4.4859586,0.67537266,0.0,0.0,0.0,0.89173484,4.707503,3.1953893,4.0201006,4.9595942
171,4.4928136,0.18258743,0.28231186,0.0,0.0,0.6448904,2.7310002,1.9429498,1.2229346,2.288411
172,4.731726,2.854043,2.0430398,0.0,0.0,2.614123,1.4674544,1.585306,0.97682303,1.9969776
173,4.7775736,0.3291089,0.18094647,0.0,0.0,0.6070528,2.2346942,1.8883624,0.9910452,2.08692
174,3.9461887,2.9248395,3.235289,0.0,0.0,2.7853997,0.7285073,1.1683308,0.0,1.9353311
175,6.521133,0.28598702,0.0,0.0,0.0,1.701134,1.3467269,0.8867223,2.1752214,4.072447
176,6.2791123,0.42477173,0.5815386,0.0,0.0,1.1286956,1.7891126,2.642536,1.4928068,2.0675642
177,5.311379,2.5827413,2.855895,0.0,0.0,2.4726932,0.7192476,1.6465867,0.73716146,1.2634796
178,3.6559918,2.64535,3.9747765,0.0,0.0,2.6008632,1.2786083,1.6263103,0.16474913,0.74343115
179,1.95254,4.267733,2.881119,0.0,0.0,2.1786256,0.13638079,1.1069354,0.12025507,3.3987286
180,4.181815,2.6493664,2.1486313,0.0,0.0,2.7700937,1.2439593,0.86363816,0.5789502,2.003788
181,6.3571362,1.302058,0.55062896,0.0,0.0,2.300073,0.42815197,0.30502596,1.7070792,3.2799146
182,4.303851,0.59616035,0.0,0.0,0.0,0.68956244,4.666393,3.107866,3.6427612,3.8736422
183,5.73479,2.228336,2.576561,0.0,0.0,2.3825052,0.8456844,1.3634828,1.1115025,0.9567535
184,1.2031142,5.4869113,2.4621809,0.0,0.0,1.6142496,1.3591919,1.9051884,0.0,3.8660548
185,6.4600353,0.0,0.22098607,0.0,0.0,1.453174,2.0122871,1.8573097,2.160891,3.198551
186,0.18709342,3.6299086,3.872105,0.7044723,0.0,0.8870784,0.27027798,1.9650617,0.01541115,1.0786343
187,1.1320113,2.2351384,0.0,1.8509648,0.0,0.35620406,6.716172,7.0657964,3.5570283,6.432912
188,4.8836145,2.5425982,2.6649847,0.0,0.0,2.655931,0.5708139,0.99676216,0.3673574,1.7097404
189,0.82668275,5.58462,2.4545982,0.0,0.0,0.5378585,2.3000546,2.765362,0.0,2.457419
190,5.1699953,2.719523,1.6084104,0.0,0.0,2.4817872,0.8137408,1.359387,1.145883,2.2446146
191,6.6446075,0.17448358,0.3770904,0.0,0.0,1.4168774,1.6789145,1.8878117,1.951671,2.7484212
192,4.852484,0.2331007,0.0,0.0,0.0,0.7501118,2.2122073,1.590521,1.2885783,2.6076305
193,0.2961504,6.4450364,3.6313756,0.7434157,0.0,0.008129507,2.0340042,3.8753512,0.0,2.2111204
194,4.8978653,6.1102223,0.55688864,0.0,0.0,4.1778717,1.3858486,0.38937548,3.3671145,9.0744705
195,2.6339202,0.97441226,0.0,2.3386054,0.0,0.8368298,5.245711,4.8120255,4.2680316,2.3034637
196,5.853026,3.1048186,3.1906888,0.0,0.0,2.04609,0.8094686,3.204737,0.31977737,0.95139015
197,6.4364004,0.36922628,0.5988768,0.0,0.0,1.2907679,1.7844162,2.4115674,1.6749315,2.2707927
198,6.5038652,1.2128487,1.0998237,0.0,0.0,1.6437489,0.41714835,1.5068481,1.6172031,1.7960653
199,3.6413486,2.514174,2.3114412,0.0,0.0,2.762758,1.2968888,0.6725621,0.29498145,1.8972194
200,4.90317,6.01504,0.47966295,0.0,0.0,4.1111307,1.3671538,0.35268953,3.3183093,8.975811
201,0.8086795,3.547917,1.352231,0.0,0.0,1.1201113,0.48506814,0.840299,0.05770397,1.9163523
202,0.9416126,2.7364907,2.0971665,0.0,0.0,1.465361,0.16207731,0.6282997,0.23035873,1.7470735
203,5.2227488,1.8581004,0.9122556,0.0,0.0,1.376737,0.3094344,2.2244778,1.600979,1.8213892
204,5.5909586,0.32275182,0.0,0.0,0.0,0.7356274,4.29899,3.3344867,3.1879475,3.218044
205,2.2609293,2.9220345,1.9627976,0.0,0.0,2.546672,0.23532778,0.0,0.19041498,2.7448065
206,1.6008302,4.8172464,3.1228004,0.0,0.0,1.9922758,0.5560852,1.3930635,0.17673002,3.5151727
207,4.9498973,2.6080885,2.2699342,0.0,0.0,2.760069,0.24540448,0.57644284,0.3762854,2.131449
208,4.907883,6.0481324,0.49516445,0.0,0.0,4.142349,1.423971,0.39671573,3.3628426,9.077917
209,5.525832,2.3707805,1.9921689,0.0,0.0,2.435496,0.26459515,0.8517469,0.65504265,1.79551
210,5.682207,0.8594572,0.0,0.0,0.0,1.2701715,1.0099115,1.2323841,1.230461,2.8658018
211,5.826944,1.943964,1.1358461,0.0,0.0,2.5050564,0.08048105,0.15418008,1.1365008,2.5057156
212,5.7333884,1.1650754,0.2404921,0.0,0.0,1.4332784,0.67360026,1.3853865,1.3459831,2.7442186
213,3.6545665,3.2966197,2.3536253,0.0,0.0,3.0286834,0.0,0.27539912,0.19763143,3.3663082
214,2.6432374,3.9642427,2.1920278,0.0,0.0,2.6949651,0.0,0.5149591,0.15057005,4.0189667
215,5.973418,2.791544,4.00749,0.0,0.0,2.4474225,2.3969896,3.3290968,0.35495487,0.6326243
216,5.449655,2.1217737,1.0874877,0.0,0.0,2.704699,0.0,0.0,1.1022197,2.7352717
217,3.5821443,2.4960513,2.3996189,0.0,0.0,2.7101657,1.3822448,0.7796836,0.2287036,1.8151896
218,3.2631865,2.5893266,1.8739185,0.0,0.0,2.9033358,0.56515384,0.0,0.27442506,2.3561234
219,5.092071,2.662838,1.6116457,0.0,0.0,2.5907238,0.82956976,1.1098707,1.0879558,2.318579
220,1.3768344,4.9176736,3.9240816,0.0,0.0,1.9450256,1.0460596,1.6031123,0.36293063,3.0060418
221,0.1276583,6.1404905,3.818142,0.9037111,0.0,0.14779082,1.5343182,3.6716979,0.0,1.988229
222,4.4190507,0.5373458,0.31988102,0.23608416,0.0,0.61228347,5.029028,3.3493578,3.4095345,2.184968
223,6.0212116,0.2043942,0.0,0.0,0.0,1.7394961,2.3857732,1.3160878,2.8403525,5.2166348
224,2.000013,4.3823133,1.7976692,0.0,0.0,2.2396467,0.07877749,0.8684192,0.023303311,4.2132125
225,5.865922,2.3273458,2.5135717,0.0,0.0,2.19336,0.55026877,1.676553,0.67424554,1.0966878
226,4.8021684,2.810068,2.1633935,0.0,0.0,2.2392485,1.4177575,2.4922035,1.5540909,1.6095886
227,2.1036458,3.0650067,4.571624,0.13512254,0.0,2.1573708,1.8531178,1.3683313,0.32195082,0.78637433
228,4.7767205,1.9182799,1.4487851,0.0,0.0,1.3101925,0.5099492,3.1266825,1.8883283,1.0779752
229,0.28029382,6.5567217,3.637283,0.71702826,0.0,0.031767994,2.1158633,3.9284747,0.0,2.357288
230,5.526001,2.2326512,1.6157491,0.0,0.0,2.4329913,0.10782027,0.4457883,0.8006439,1.8624053
231,4.913611,6.0501633,0.57596356,0.0,0.0,4.1941266,1.4293569,0.39392343,3.327138,9.055858
232,5.8669558,0.22800665,0.9726248,0.0,0.0,0.43555745,2.1041036,3.2229934,0.0,0.4118932
233,1.0977861,5.3825827,2.6261518,0.0,0.0,1.5514094,1.4730186,1.7648233,0.026646953,3.4818969
234,6.3169994,0.5714701,0.82911605,0.0,0.0,0.345831,3.9052126,4.6432104,1.3648999,1.3285156
235,3.238127,2.3291378,2.4042718,0.0,0.0,2.642741,1.2788455,0.559713,0.060742687,1.703409
236,4.00428,3.001776,2.1344802,0.0,0.0,3.0231879,0.0,0.16046396,0.2656279,2.9684794
237,6.1869483,0.6408965,0.00079268217,0.0,0.0,0.4841744,3.3387015,3.8300717,2.4890614,2.4687123
238,6.46624,1.4841733,1.8103929,0.0,0.0,1.4456468,0.91192853,3.1683059,1.1987842,0.91611624
239,1.2305546,4.276667,0.49076134,0.0,0.0,1.4521087,1.0093259,0.8434459,0.079946235,3.2642415
240,4.3741455,0.69297236,1.0955175,0.97312206,0.0,0.35861924,5.4499855,4.44133,2.1626525,1.5096362
241,2.4291341,1.3235373,0.0,2.271778,0.0,0.8941244,5.643509,5.176553,4.4980893,3.3490536
242,6.6196237,2.1202698,2.5530233,0.0,0.0,2.5056627,1.6773539,2.2875304,1.7551408,1.2188917
243,5.4792013,2.2039275,1.1121581,0.0,0.0,2.694548,0.0,0.0,1.0912298,2.7367008
244,6.434435,1.1001885,0.807682,0.0,0.0,1.6368164,0.30100226,1.0016221,1.4888912,2.0847118
245,1.7601624,2.9209564,2.02946,0.0,0.0,2.1295078,0.14109683,0.100514084,0.1729656,2.46711
246,2.3763182,0.7335697,0.0,1.0088848,0.0,0.30316463,5.402465,4.645942,3.8753514,4.2774873
247,4.9066577,6.078751,0.6084166,0.0,0.0,4.2052484,1.4198037,0.40892407,3.3727942,9.086997
248,0.3661543,7.9468837,3.480511,1.6791614,0.0,0.0,5.085566,5.980666,0.06275444,4.9561524
249,2.4017954,0.7384836,0.0,1.3271338,0.0,0.37573203,4.8758125,3.9891255,3.6264966,2.6571774
