,feature num,train acc,val acc
0,4,0.4186558317338121,0.44820531294737
1,5,0.5842163805981546,0.6148174089994285
2,6,0.727209189437918,0.7441231954914693
3,7,6.014277499999999,6.020026250000002
4,8,6.013695312500003,6.022355000000002
5,9,3.9870399044620957,3.9878106894969942
6,10,2.5869140856826283,2.5932821554183927
